src,tgt
12*17-13=,191
43+10-27=,26
26-18+31=,39
(10+14)*13=,312
(46-48)+16=,14
(44-34)+30=,40
46+47+18=,111
20+38*19=,742
(44*18)-11=,781
37*34-22=,1236
(12-34)+39=,17
21+38*31=,1199
(28-32)*15=,-60
23+16+22=,61
26*31*10=,8060
(31-21)*27=,270
18*(34+12)=,828
19*21-11=,388
43+(17-11)=,49
36-12*22=,-228
13*48-39=,585
20-(14*24)=,-316
(30+30)-42=,18
35+(42-17)=,60
(40-38)+24=,26
40+(42*43)=,1846
31+(47-11)=,67
44-12+33=,65
26-48*10=,-454
(33*31)-42=,981
18-43-48=,-73
(49*27)-19=,1304
(34+24)-23=,35
16+(27*44)=,1204
36*(25+27)=,1872
(37-24)+29=,42
41-28-32=,-19
45-10-41=,-6
46*(21-31)=,-460
20*(16+17)=,660
10-(43*20)=,-850
(21+47)*13=,884
45-48-11=,-14
20*39-12=,768
(23*46)+36=,1094
29*(33+28)=,1769
(39+10)*27=,1323
22-36+33=,19
(20-28)+12=,4
23+42*36=,1535
(11-46)+31=,-4
18+19+38=,75
(27-40)+34=,21
42-11+46=,77
(43*25)+32=,1107
13+(16-18)=,11
35-38+47=,44
(44*29)-14=,1262
21-40-39=,-58
49*35*46=,78890
(21*10)+34=,244
(35*22)-20=,750
(20*30)+24=,624
(45-15)*39=,1170
(45-37)+24=,32
23+32+17=,72
23-28+38=,33
26-24+29=,31
49-(42*45)=,-1841
23*17-13=,378
17*41+23=,720
(34+11)-48=,-3
(27+23)*45=,2250
27+44*37=,1655
37+(25-30)=,32
10-17*28=,-466
48+26+45=,119
41-(22+22)=,-3
45+41+25=,111
32*(21-11)=,320
45+(13-21)=,37
44*(10+11)=,924
22*38+25=,861
46+(25*10)=,296
11+22-24=,9
(14-13)*25=,25
(18+34)-26=,26
(37+21)-14=,44
22-18*36=,-626
(41*42)+45=,1767
29-15+15=,29
44-35-24=,-15
18*48+11=,875
26-15*39=,-559
(11+12)-34=,-11
47-38-23=,-14
38+(48-45)=,41
28+27-43=,12
30+(28-41)=,17
13-19-28=,-34
(34+42)*30=,2280
(39-18)*38=,798
15+(48*17)=,831
34*(44-13)=,1054
10+(13*11)=,153
(45-23)*29=,638
(39*18)+46=,748
18+(41-37)=,22
(14-22)+45=,37
26+34+29=,89
(30+44)*19=,1406
20*31-22=,598
(11+35)*48=,2208
(23-23)*28=,0
17+32-32=,17
26-(24*43)=,-1006
34+23-39=,18
41-20-44=,-23
33-25*19=,-442
(18+48)*16=,1056
42+(15-20)=,37
35+(10*24)=,275
36+34-34=,36
41-(38*29)=,-1061
28-47+42=,23
(32*24)-44=,724
(33+11)-44=,0
30-(44+24)=,-38
33+31+20=,84
28+36*36=,1324
23-(27*48)=,-1273
(49*47)+30=,2333
(33+34)*27=,1809
(31+44)-47=,28
35+45-49=,31
(25-49)+21=,-3
(36-11)+26=,51
(41*46)+29=,1915
43+38-40=,41
46+20+18=,84
17+28*46=,1305
(42-17)+40=,65
46-31-35=,-20
18*(11-35)=,-432
49+(22-41)=,30
34+(17-47)=,4
35-(12+45)=,-22
(15+47)*32=,1984
24+31*17=,551
11+(41-41)=,11
28-21+30=,37
16+(41*39)=,1615
18+24*34=,834
16+11*30=,346
43-16+17=,44
(16*22)-39=,313
(25*42)+27=,1077
(31*33)-43=,980
12-15+15=,12
22*(16+13)=,638
(37-38)+23=,22
10*(10-48)=,-380
11-34+29=,6
27-10*45=,-423
(48*34)-23=,1609
14+(42*23)=,980
(26*33)-20=,838
46*14+45=,689
26-(44+12)=,-30
(18+19)-42=,-5
15-35-41=,-61
31+27*16=,463
10*18-43=,137
22-(11+19)=,-8
(33*20)-43=,617
(49-13)+45=,81
32*46*36=,52992
44-41-27=,-24
13*42-15=,531
12-18+28=,22
34-47+19=,6
44-36+11=,19
12+37-29=,20
(30-30)+40=,40
41*36*39=,57564
35*28-37=,943
27-27+40=,40
26+34+24=,84
13*(22-14)=,104
18-(15+30)=,-27
(13+27)*38=,1520
30-(11+45)=,-26
(20*26)-47=,473
24*(15-31)=,-384
46+(37-44)=,39
(18*23)+39=,453
32*(33-10)=,736
47-17-34=,-4
11+(33*29)=,968
18+45+18=,81
11-(19+44)=,-52
17+32+29=,78
29-(35*41)=,-1406
15+13+37=,65
30+11*14=,184
(25+12)-16=,21
45+(43*13)=,604
19-(19*48)=,-893
11+46*27=,1253
42*32-29=,1315
(43-23)+49=,69
(27*17)+29=,488
24-(19*31)=,-565
25*15-15=,360
32-42-10=,-20
36*42+40=,1552
42-(26*48)=,-1206
13*(48-16)=,416
(39-34)+47=,52
(38*29)+47=,1149
30-40-23=,-33
(17*15)-37=,218
37+17+10=,64
28-14-19=,-5
46-(40*24)=,-914
40-40*15=,-560
19+(37*34)=,1277
(14-43)*42=,-1218
(13-25)*26=,-312
(38*26)-27=,961
43*18+29=,803
32+15*24=,392
12*34-30=,378
(22+20)-42=,0
38-48+20=,10
12+(43-48)=,7
(44+41)*17=,1445
10*(25-25)=,0
33-39+17=,11
(14*17)-30=,208
(42*37)+30=,1584
(18+12)*31=,930
(44-40)*38=,152
29*32+36=,964
34*37+10=,1268
16*(44-43)=,16
(16-34)*35=,-630
24-11*26=,-262
25+19+16=,60
23+36+16=,75
29*(45-36)=,261
17*32*12=,6528
(18-25)*32=,-224
32-15-19=,-2
47-(10*48)=,-433
32-21+32=,43
21+47*49=,2324
(25-42)*30=,-510
34*(10+11)=,714
(18*46)+35=,863
45-(19+33)=,-7
(48+12)*30=,1800
24+39+28=,91
18+31*29=,917
(43*23)+18=,1007
33*19*16=,10032
21*(18-25)=,-147
23*(44-33)=,253
24+48+29=,101
21+(41*46)=,1907
(25-34)*26=,-234
10-29-10=,-29
(29*29)+12=,853
(13-45)*26=,-832
20-(17+19)=,-16
31+27*19=,544
20-19*18=,-322
10+22+46=,78
42*(48+21)=,2898
(36*32)-38=,1114
43*18-34=,740
34-29+39=,44
(27*12)+43=,367
49-(19+31)=,-1
(44*49)-24=,2132
30-33-28=,-31
19*38*43=,31046
(39-23)+26=,42
(41-23)+43=,61
37+(12-46)=,3
43*(28+42)=,3010
(48+41)-43=,46
17*19-10=,313
26+(12-41)=,-3
(18-33)*40=,-600
27+46-29=,44
45-(35+46)=,-36
45-19-43=,-17
(31-43)+44=,32
43-29-20=,-6
33*(12-17)=,-165
45-(42+39)=,-36
13-(49+21)=,-57
19+26+26=,71
15-37-46=,-68
22-45*41=,-1823
12+(33*25)=,837
16*(26+28)=,864
32+43-23=,52
36-(26*16)=,-380
30+(11-22)=,19
21*29*49=,29841
(15+27)*45=,1890
34+47+29=,110
31+(20-33)=,18
(30+38)*38=,2584
37*39*18=,25974
24*(42+27)=,1656
24*25+22=,622
24+(19-33)=,10
32+18-34=,16
44*47+35=,2103
21*25*11=,5775
23-(48+12)=,-37
44*35*21=,32340
25-36+47=,36
(45*47)+42=,2157
42*12+25=,529
(40*37)+47=,1527
17-41+30=,6
18+48-16=,50
40*34+28=,1388
27-46+45=,26
44-37+41=,48
(15+13)*10=,280
(41-15)+14=,40
12+30-43=,-1
36*(44-28)=,576
49*18+15=,897
29-27*34=,-889
13-32*40=,-1267
(35-11)*18=,432
41-(36*43)=,-1507
(27-37)+27=,17
(11-27)+28=,12
41+22-36=,27
15*12+44=,224
48-34-18=,-4
(19*20)-16=,364
49+23+36=,108
45+16-13=,48
46-12+17=,51
35-24+35=,46
(13+24)*20=,740
43*(43-29)=,602
28*17+39=,515
(47*32)-11=,1493
37+23*45=,1072
(31+35)-29=,37
12*38*12=,5472
(30+18)*46=,2208
(17+47)-30=,34
20*20-11=,389
48+(29-22)=,55
35*15*28=,14700
35*(45-15)=,1050
31*26-47=,759
18-33*17=,-543
(16*33)-16=,512
33-(28*11)=,-275
30+32*22=,734
37*(27+38)=,2405
22+33*42=,1408
31-(23*33)=,-728
48*11*46=,24288
20-17-18=,-15
(18-21)+47=,44
19*(32+38)=,1330
20+26-18=,28
29-36*31=,-1087
25+41+39=,105
28*(20-17)=,84
35*30*36=,37800
27*21+18=,585
(28-22)*29=,174
37*46*32=,54464
26*13*36=,12168
(37-23)+11=,25
(29*38)-44=,1058
37*45-14=,1651
24*(29+13)=,1008
49+46-10=,85
(42*38)+11=,1607
31-27+38=,42
46*38+47=,1795
23*19*36=,15732
17*32-32=,512
25*(48-32)=,400
14*(41-10)=,434
37-(38*35)=,-1293
18-19-39=,-40
(20-42)+35=,13
38-39-27=,-28
18-10-25=,-17
29*(18-31)=,-377
25+(37-30)=,32
(40*21)+22=,862
(25*42)+37=,1087
49+44*35=,1589
48-(19*10)=,-142
27*10*23=,6210
(48+43)-41=,50
44-(24*14)=,-292
(41-32)*35=,315
(33+33)-13=,53
32+44-35=,41
16+49+17=,82
25-23-42=,-40
19+45-41=,23
29+48*48=,2333
15*14+30=,240
41*14+12=,586
(16+22)*42=,1596
45-(42+33)=,-30
19*(30+28)=,1102
43-(36*43)=,-1505
47*25+28=,1203
24*(38-32)=,144
47*46+25=,2187
32-25*29=,-693
37+(35-39)=,33
43+(16-29)=,30
(30*11)-41=,289
16-(15+47)=,-46
32-22-28=,-18
32*34-39=,1049
46-22+13=,37
(26-35)+19=,10
10-36+29=,3
28+44+24=,96
34*(40+32)=,2448
(26*38)+32=,1020
(10+13)-13=,10
(47*45)-30=,2085
19-30*41=,-1211
34*(30+32)=,2108
15*20+34=,334
34*(18-38)=,-680
45-(31+10)=,4
(49+36)-10=,75
27-(49+45)=,-67
14*20+20=,300
(18*40)+12=,732
46+31-31=,46
19-46-12=,-39
(45-15)*37=,1110
(33-28)+41=,46
10*(24-23)=,10
(46-11)*40=,1400
47+(48-41)=,54
43-43+19=,19
(43+14)-23=,34
21+35*36=,1281
(13-17)*49=,-196
(20*34)+18=,698
(49-30)+24=,43
(40*14)+23=,583
(21+35)*36=,2016
36+(12*15)=,216
11+(34*14)=,487
13-43*41=,-1750
(16*18)-35=,253
(23*17)+21=,412
(23-34)+12=,1
31*(37-28)=,279
(17-12)+22=,27
18+16-11=,23
(48-42)+49=,55
31*(43+19)=,1922
(37*34)-46=,1212
(23+34)-45=,12
26+39-20=,45
(15*20)+49=,349
32+(19*47)=,925
13-44+20=,-11
31-21-34=,-24
33-29-42=,-38
40-32+20=,28
27-41-28=,-42
30*(21-35)=,-420
28+40*18=,748
39-40*40=,-1561
47*34+43=,1641
(13-44)+21=,-10
41+21-31=,31
28-44-29=,-45
(21*22)+23=,485
(29+39)*36=,2448
33+27*24=,681
39-(22*28)=,-577
19*(14+11)=,475
48-26-35=,-13
22*(10-35)=,-550
19+26*22=,591
(36+32)*47=,3196
(10-28)*48=,-864
30+35+46=,111
25*46*49=,56350
(33-19)*41=,574
48+41+47=,136
46-(34+13)=,-1
28*33-24=,900
16-(46*31)=,-1410
(32-26)+11=,17
29-41*32=,-1283
12*(27+30)=,684
25*22+32=,582
13-35+18=,-4
(34-10)*16=,384
(17*41)+14=,711
14*12*46=,7728
(21*41)-39=,822
38+19*10=,228
28-(49+24)=,-45
(22+27)-34=,15
11-(36*32)=,-1141
25-39+10=,-4
29+40+45=,114
(29*27)+22=,805
(20+40)*31=,1860
12*(40+39)=,948
39+24*10=,279
40-(28+26)=,-14
(23*39)-37=,860
(46+14)-26=,34
(36+24)*39=,2340
31+(38-47)=,22
14-20*45=,-886
36*(35+37)=,2592
24*49+18=,1194
(14+39)*28=,1484
25-(44+35)=,-54
32-31*39=,-1177
34*38+14=,1306
(42*44)-42=,1806
17+16+10=,43
48*(31+14)=,2160
14*31-26=,408
32-33*12=,-364
46-27+31=,50
13-16*13=,-195
(15*47)+13=,718
11-13-44=,-46
45-26*30=,-735
19+35+32=,86
(43*12)+25=,541
38-(49+10)=,-21
(22-29)+27=,20
32-(28+46)=,-42
13-39-29=,-55
(32*39)-11=,1237
(32*19)-41=,567
(28*31)+46=,914
31*21*27=,17577
(30*29)-37=,833
(36*39)-47=,1357
(23*25)-23=,552
26+40*10=,426
(49*49)+12=,2413
28*(26+31)=,1596
(43*21)+31=,934
24+(14-39)=,-1
13+(31*32)=,1005
27+(16-32)=,11
39+(49-23)=,65
48-33*28=,-876
41*25*19=,19475
11+(23*44)=,1023
46*(22-47)=,-1150
45-13*27=,-306
47*36+47=,1739
12-43-38=,-69
17+23+44=,84
44-47+11=,8
36-(45*40)=,-1764
45*(42+28)=,3150
11+(25-41)=,-5
(49*41)+44=,2053
26*22+36=,608
24+(33*20)=,684
42*31*42=,54684
37+34-33=,38
15*(25-25)=,0
10+20+18=,48
(12*43)-47=,469
21*(42-41)=,21
29-31+46=,44
11*43*16=,7568
(12-13)+21=,20
43*19-26=,791
(24*47)-33=,1095
30-(37+37)=,-44
(23*38)+39=,913
10-(49*17)=,-823
31+(48*35)=,1711
25-(13+25)=,-13
24+20-17=,27
17*42+27=,741
(42+25)*40=,2680
(19*22)-15=,403
23-(15*24)=,-337
31*12+29=,401
(14*38)+27=,559
38*(40-20)=,760
44+42-23=,63
34-42-35=,-43
34*35+15=,1205
40*(31-45)=,-560
39-42*18=,-717
34-37+31=,28
26+14-19=,21
13-(16*15)=,-227
11-(21+13)=,-23
38-(11*28)=,-270
26-28+18=,16
46*(12-46)=,-1564
35*(11-31)=,-700
(29-30)+49=,48
44-(16+13)=,15
36+(25-11)=,50
19+46-19=,46
(21-18)*32=,96
(40*30)-35=,1165
41+(35*27)=,986
(30*26)+32=,812
(11*47)-12=,505
(39+19)-27=,31
(47-43)+31=,35
36+28-34=,30
43*(23-49)=,-1118
(34*14)+16=,492
48*(12-16)=,-192
12+(47-20)=,39
20-(20+47)=,-47
(17+24)*32=,1312
19+19-37=,1
(27*30)-16=,794
21*25*23=,12075
28-34*18=,-584
(22+24)*43=,1978
(44+31)*19=,1425
42+32*38=,1258
41-20*19=,-339
(31+30)-44=,17
39*13+47=,554
(22*29)+34=,672
21+(41-20)=,42
(10*33)+33=,363
(40*27)+13=,1093
39-33+14=,20
(38+37)-12=,63
11+21*26=,557
38-(10*23)=,-192
(33+21)*16=,864
17-17+25=,25
26*(39-45)=,-156
24+20-16=,28
27-(14*35)=,-463
14*33-33=,429
44*27+41=,1229
36+20*47=,976
(46+44)*40=,3600
(25+21)-31=,15
31*(17+26)=,1333
31-(45+44)=,-58
(15-47)+47=,15
48*36-24=,1704
(39-41)*45=,-90
32+(40*41)=,1672
14-48-30=,-64
40+42-44=,38
22+34+32=,88
45-22+21=,44
40+(28*14)=,432
21-42*33=,-1365
20*24+32=,512
16-(21*16)=,-320
13+(35-44)=,4
(38*22)-44=,792
34*(40-10)=,1020
19+(39-43)=,15
12*(44+14)=,696
29*35*29=,29435
29*27-33=,750
22*(40-13)=,594
(36+48)-44=,40
(42*45)+37=,1927
13+26+25=,64
32-11*15=,-133
22-33*17=,-539
(22+30)*10=,520
29*14+12=,418
33-38-31=,-36
24-(43*16)=,-664
49-(32+13)=,4
(48*30)+36=,1476
38-22*42=,-886
20*15-28=,272
22+(32*43)=,1398
(45-32)+24=,37
(35+31)-45=,21
24*(15-44)=,-696
(19*19)-13=,348
26*48*24=,29952
(15+44)-37=,22
33-(33+43)=,-43
(12*42)-41=,463
30-29-45=,-44
34*22+21=,769
48+24*23=,600
32+39*17=,695
45+(26-36)=,35
42-45-10=,-13
19*28*20=,10640
49+(15-17)=,47
15-10*26=,-245
44-23-23=,-2
(46-41)*20=,100
(27-42)+23=,8
16+22*47=,1050
44*(45+23)=,2992
36+24-16=,44
49*(22-29)=,-343
37*11-23=,384
29*(37-22)=,435
24-(23+19)=,-18
24-46-13=,-35
27-(22+29)=,-24
27*(32+10)=,1134
31-(20*20)=,-369
(11+22)*40=,1320
48-19+41=,70
14-(18*30)=,-526
33+11-34=,10
49+41*18=,787
48*(48+37)=,4080
37-(12+38)=,-13
(36+23)*49=,2891
36+28-40=,24
(12+47)-23=,36
17+15-20=,12
(37-14)*45=,1035
17-40+39=,16
(17+41)-46=,12
43+(11-43)=,11
(14+11)*28=,700
14-46*27=,-1228
15-18*13=,-219
43-(44*23)=,-969
45*39-22=,1733
27*18+19=,505
25+24+24=,73
28-38*24=,-884
(15+47)-41=,21
23+45-35=,33
34+44*18=,826
35+(41*40)=,1675
48-(34+35)=,-21
37*(14-31)=,-629
(23-27)*18=,-72
25-47+41=,19
(32*12)-31=,353
(49*29)+42=,1463
10+18*13=,244
23-35+32=,20
17-(40+47)=,-70
25+45+11=,81
(36+30)-23=,43
20+40-34=,26
(43-31)*22=,264
46-20*15=,-254
(44*11)-36=,448
(28+45)-49=,24
39+49+23=,111
28*(10+16)=,728
39+40-21=,58
(29-21)+29=,37
17-30-18=,-31
11*(32+38)=,770
11*(19+49)=,748
21*(32+29)=,1281
(23*26)-49=,549
48+13-12=,49
49-17+20=,52
(43-10)+47=,80
32+41-24=,49
(29+48)-37=,40
(15-44)+25=,-4
(32+14)-23=,23
24*12-23=,265
36-(19*46)=,-838
29-12*49=,-559
46-26*47=,-1176
47*12+40=,604
22*47-33=,1001
18*39*14=,9828
(26-20)+28=,34
(25*26)+18=,668
(30+26)-16=,40
20*12-37=,203
(29-45)*49=,-784
41+20*42=,881
49+40-23=,66
47*(24-36)=,-564
12*(29+49)=,936
26-(13*47)=,-585
45-35*18=,-585
28-43*18=,-746
(48-24)*42=,1008
32*(31-46)=,-480
14+25+45=,84
21-41+31=,11
34*29+18=,1004
(19+29)*38=,1824
17-(43*45)=,-1918
23+41+28=,92
35+(20-20)=,35
16*46-32=,704
(34*46)-15=,1549
31+16+49=,96
14-29*26=,-740
36-46-49=,-59
(24-45)+33=,12
45*(45+15)=,2700
(42*15)-20=,610
(47*40)+13=,1893
20+10-26=,4
16*(12+18)=,480
47+18*45=,857
(15*33)-43=,452
32+38*18=,716
10+(16-18)=,8
23-31-47=,-55
19*36-17=,667
35-16+18=,37
(10-38)+42=,14
(27*15)-19=,386
27-39-11=,-23
30*(48+32)=,2400
12-(20+25)=,-33
28+(18-19)=,27
36+18-12=,42
12+47*27=,1281
(20-30)+25=,15
28-22*30=,-632
(35*19)+21=,686
37-35+40=,42
16+(15*12)=,196
(45-12)+30=,63
25*14-13=,337
19+(26-26)=,19
46*(35+15)=,2300
49-(11+10)=,28
(49*35)-24=,1691
46-19+28=,55
43+12-26=,29
48-(31*44)=,-1316
(42-15)*23=,621
(24+40)*34=,2176
26-29-47=,-50
46-21+23=,48
49+(11-21)=,39
29*(22+36)=,1682
(44*48)+22=,2134
29-37+18=,10
(14-33)+42=,23
30-20*12=,-210
(40*46)-47=,1793
23+12+35=,70
37*(20+45)=,2405
(44-16)*10=,280
13*30+27=,417
17-44-45=,-72
(19+34)-10=,43
10-(14+34)=,-38
(44+26)*22=,1540
38+(46-41)=,43
(28-45)+27=,10
48*21+16=,1024
30*(27+49)=,2280
(15-22)+48=,41
47*42-42=,1932
35*(23+17)=,1400
(22*31)-21=,661
(13+45)*31=,1798
27*25+24=,699
33-(20*31)=,-587
14+(20*31)=,634
25-22*22=,-459
(23+26)-22=,27
(35-24)+30=,41
43-27*39=,-1010
33-(14*44)=,-583
27-31*26=,-779
(13-14)*37=,-37
(19-37)*39=,-702
(19-36)+17=,0
38+17+36=,91
(40*10)+41=,441
27+14*34=,503
40*28-36=,1084
10+(15-18)=,7
42-(16*22)=,-310
24-(38*38)=,-1420
(33-21)*13=,156
(31*17)-33=,494
13+(29-44)=,-2
30*13*44=,17160
46*28-26=,1262
39-(17+49)=,-27
29+16+11=,56
40*(13+12)=,1000
(20*10)+33=,233
(16+27)-28=,15
28*37*25=,25900
33-(13+43)=,-23
26*10*37=,9620
48+(25-45)=,28
22*33*26=,18876
(32-43)+18=,7
31-(49+33)=,-51
19*(46+30)=,1444
27*(15+16)=,837
(34-40)*35=,-210
(37-27)*40=,400
48-40*44=,-1712
(48*12)+40=,616
15+43*31=,1348
42-29+49=,62
36-(44*33)=,-1416
(41*34)-20=,1374
20*46+39=,959
(44+39)-26=,57
(22*22)-31=,453
19-25+15=,9
17+(47*14)=,675
48*(21+45)=,3168
19*(42+41)=,1577
(44-12)*29=,928
(29-49)+17=,-3
(42+36)*18=,1404
21*24+14=,518
30*26+12=,792
10*47+47=,517
26+46-18=,54
43-16-36=,-9
(39+16)*35=,1925
48+(33-23)=,58
11*(40-28)=,132
31-30+28=,29
41-13*16=,-167
33*37*42=,51282
(26+11)-12=,25
21+(42*32)=,1365
41*(36-35)=,41
10*39+39=,429
(24+31)*36=,1980
(31+23)*48=,2592
40+47-24=,63
(21*19)+23=,422
(14-26)*41=,-492
23*(43-21)=,506
(18+14)-44=,-12
31-(31+32)=,-32
(28-22)+33=,39
(30+15)-43=,2
24+41*16=,680
18*27*39=,18954
43-45+36=,34
26*43*24=,26832
16*30+10=,490
30-17-12=,1
33*23+17=,776
39+(28-14)=,53
41+22*30=,701
12-27-20=,-35
(21+46)-35=,32
26-(40*48)=,-1894
49+(21-42)=,28
47-43-28=,-24
20-(15*47)=,-685
(36-25)*14=,154
21*22*47=,21714
19-22-48=,-51
(46-26)*39=,780
33-42+45=,36
35*19*38=,25270
42-17+11=,36
40*42+20=,1700
33+43+25=,101
(49-11)+35=,73
38-(26+19)=,-7
11+24*47=,1139
(34-37)*13=,-39
(49*39)+23=,1934
(49+47)*11=,1056
(23-31)+43=,35
(14+36)*49=,2450
(38*33)-36=,1218
(25+37)*31=,1922
16-34*25=,-834
(22-44)+21=,-1
40*(21+39)=,2400
(44+47)-31=,60
12*(37+20)=,684
36+(16*42)=,708
44-(16+18)=,10
39+46+36=,121
(16*22)+25=,377
(25*45)-13=,1112
25*21*27=,14175
(20+19)*35=,1365
44+28*13=,408
(18+49)*49=,3283
(49-31)+12=,30
(20*36)+23=,743
17*(41-12)=,493
39+44*14=,655
10-22*44=,-958
(20-49)*23=,-667
15*12*40=,7200
39*40-36=,1524
19*(14+33)=,893
48-29+23=,42
43*25+29=,1104
(47+36)-26=,57
19-33-31=,-45
17+18-11=,24
46+17*42=,760
(18*22)+13=,409
46+(31-36)=,41
46+29+14=,89
35-31+18=,22
12+(17*13)=,233
41+24-14=,51
27+(16*45)=,747
25-10*44=,-415
21-21-47=,-47
25+33-26=,32
(32-41)*42=,-378
12*(37-35)=,24
12*20+37=,277
(17+34)-36=,15
39*(43-25)=,702
(42-27)*12=,180
49-22-29=,-2
(45+18)-35=,28
49*27*31=,41013
17+28*41=,1165
(20-48)*12=,-336
29-(39*41)=,-1570
47*10+13=,483
(32+48)*43=,3440
43*29+40=,1287
29*19-47=,504
(22*10)+38=,258
16*(34+31)=,1040
(37+12)-16=,33
29-13-18=,-2
31+17-19=,29
38*16*47=,28576
(28+25)-28=,25
27*47-12=,1257
36-(16+33)=,-13
(26*36)+45=,981
17+31-23=,25
(37+14)-35=,16
47*37+47=,1786
33*(13-44)=,-1023
47+32*47=,1551
(34+49)*22=,1826
(28*38)-35=,1029
(28+17)-30=,15
(29*12)+47=,395
(43-42)+13=,14
32-27*41=,-1075
44+(41*30)=,1274
(28-36)+10=,2
(48*16)+13=,781
40*(13+37)=,2000
23*(45+34)=,1817
31+27*10=,301
(17+46)*49=,3087
18*(47+37)=,1512
43+23-34=,32
30*(44-48)=,-120
16+10-47=,-21
(27-21)+29=,35
42-20+10=,32
16*41+49=,705
40*32+47=,1327
19-12-36=,-29
46*46+20=,2136
14*35-19=,471
(24+18)-40=,2
46*(30+18)=,2208
(27*30)+33=,843
(44*22)-32=,936
28*(48-15)=,924
(31+31)*35=,2170
29*34*22=,21692
40+(15-48)=,7
22-(26*24)=,-602
(25-17)+16=,24
28-23+41=,46
27-28-30=,-31
(20-34)*14=,-196
32-(21*29)=,-577
17*18*14=,4284
47+11*12=,179
(29*29)+10=,851
(21+22)*37=,1591
18+(29*24)=,714
(28+42)*31=,2170
42+35*34=,1232
27+20+41=,88
22+19-28=,13
19-36-15=,-32
(36*33)+46=,1234
(15-18)*13=,-39
15+44-17=,42
42+(25-45)=,22
(48*19)+17=,929
35-11-45=,-21
16+(34-25)=,25
16+(20-49)=,-13
23*(43+32)=,1725
45-32-46=,-33
22*(31-16)=,330
(37-34)*24=,72
33-45*19=,-822
(25+35)*28=,1680
26*(20-13)=,182
20*26*41=,21320
31*15-44=,421
(31-42)*14=,-154
(32*11)-30=,322
(35+16)*21=,1071
43+15*39=,628
18+(15*44)=,678
33-40+16=,9
(29*40)-33=,1127
35-35-35=,-35
36+27+11=,74
(21*21)-25=,416
(18+23)*11=,451
39+32+41=,112
17*40-38=,642
(12*10)-35=,85
33+49-22=,60
11*14+48=,202
31+40+34=,105
17+12-36=,-7
41*(33+47)=,3280
28+(14-26)=,16
18-(49+34)=,-65
19-14*12=,-149
15+(17-30)=,2
25*(46-49)=,-75
20*44*32=,28160
11*45*40=,19800
18*29*30=,15660
10+11+40=,61
(12+35)-44=,3
49*(17-39)=,-1078
21+13+45=,79
45*49*35=,77175
31+(24-38)=,17
17*(16-22)=,-102
44+46*35=,1654
(22+14)*44=,1584
14*26+43=,407
40+47-46=,41
16-25+48=,39
20*(37+30)=,1340
21*(14-22)=,-168
40+24+35=,99
44-41-31=,-28
17*26*23=,10166
19-(22*47)=,-1015
19+14+12=,45
49*49*23=,55223
(47-35)+35=,47
(16*45)+17=,737
24-(49+25)=,-50
19+(11*45)=,514
(11-22)+16=,5
43-(30+42)=,-29
(17+33)-49=,1
39-(15+47)=,-23
(20-44)+22=,-2
21*(44+48)=,1932
27+(43-34)=,36
(39-21)+22=,40
42+41*48=,2010
48*(29+37)=,3168
(39+18)*42=,2394
30-(16+27)=,-13
37*(38-10)=,1036
48+(14-13)=,49
29+(36*25)=,929
(30+43)*19=,1387
48-15-47=,-14
11*(25+43)=,748
48-10-24=,14
(43-16)*36=,972
43*35+45=,1550
(33-29)*14=,56
25-42*45=,-1865
19+(30-18)=,31
17*42+18=,732
(26*37)-43=,919
36+36+19=,91
49-47*41=,-1878
(24-29)+35=,30
37-34*20=,-643
35*(30+37)=,2345
42+(28*30)=,882
38*(44+40)=,3192
(24-49)+28=,3
(40+26)-34=,32
27*(29-23)=,162
(28*14)+27=,419
(13-30)+38=,21
34*31-31=,1023
23-10-18=,-5
(28+10)-29=,9
14+(26*20)=,534
(43+14)-26=,31
19*40*24=,18240
49+(21-34)=,36
13-(34*22)=,-735
42*(23+30)=,2226
(19*33)+33=,660
44+47*10=,514
34+27-27=,34
46+24+32=,102
15*36+38=,578
(25*35)-41=,834
47-10*24=,-193
21+(17-16)=,22
20-34-30=,-44
46-23*42=,-920
(22+44)-14=,52
46*23*16=,16928
45+28+41=,114
13-39-36=,-62
32*(22-28)=,-192
49+20*43=,909
35*(17-23)=,-210
(46-10)*19=,684
43+41-48=,36
47-(17*29)=,-446
17-35+24=,6
(18*41)-30=,708
49*46*29=,65366
36+44-23=,57
(27+15)-15=,27
(41+48)*35=,3115
20*(32-48)=,-320
36*(10+42)=,1872
47-(42+42)=,-37
(29+33)-45=,17
11*(49+38)=,957
33-47-28=,-42
(18+34)-37=,15
35*40-25=,1375
35*10+48=,398
36+26*30=,816
20+43*27=,1181
17-21+21=,17
48+(11-13)=,46
35*14-16=,474
28-(18+21)=,-11
48*(46+23)=,3312
40-34+20=,26
30+23+22=,75
45*(40+21)=,2745
17-35-46=,-64
23*46+36=,1094
38*29+23=,1125
14*12*32=,5376
(46-40)+25=,31
47*(11+30)=,1927
40*(16-49)=,-1320
19*25-25=,450
33+10+10=,53
16-(14*43)=,-586
21-47+28=,2
26*19*39=,19266
28*34+46=,998
44*38-15=,1657
(24*13)+49=,361
28+31*46=,1454
45*49-20=,2185
(16*41)+42=,698
19*20+32=,412
29-(36*29)=,-1015
(46*27)-12=,1230
36-15*39=,-549
(23+28)-26=,25
26-(49+25)=,-48
39+23*35=,844
28*(48-37)=,308
15*(47+14)=,915
