src,tgt
41+46-41=,46
41-(44+48)=,-51
42+42+48=,132
(16-41)+15=,-10
10+10+15=,35
48-15-13=,20
15-46+41=,10
46-14+48=,80
(48-14)+41=,75
46-(15+44)=,-13
(10-45)+48=,13
17-48+15=,-16
48-46+43=,45
41-(16+41)=,-16
42-(45+43)=,-46
46-46+49=,49
(11+14)-17=,8
(15+42)-46=,11
16-14+48=,50
47-43-10=,-6
15+15-46=,-16
48+(42-42)=,48
45+(45-45)=,45
12-(42+42)=,-72
46+14+45=,105
48-(44+49)=,-45
(11+10)-45=,-24
11+15-13=,13
15+41+13=,69
11-(16+10)=,-15
44-46-13=,-15
46+44-44=,46
(43-43)+46=,46
(17-44)+45=,18
(49+15)-42=,22
42+(49-15)=,76
(11+41)-10=,42
(43+13)-41=,15
12+47+15=,74
11-(14+46)=,-49
43+47-49=,41
(17-49)+45=,13
(44-46)+43=,41
(13-42)+17=,-12
(11-10)+44=,45
15-11+47=,51
44-48+15=,11
10+46-49=,7
15-(14+42)=,-41
46-49+47=,44
(13-47)+46=,12
13+45-47=,11
(49+48)-42=,55
(48+48)-45=,51
15+(15-45)=,-15
12+11-41=,-18
45-10-16=,19
42+41-45=,38
42-(10+13)=,19
42+10-15=,37
47-43+10=,14
(13-15)+12=,10
(10+14)-42=,-18
45+(11-47)=,9
43+46+14=,103
15+44+46=,105
16+45-44=,17
45-(43+14)=,-12
15+44-43=,16
45-12-10=,23
45-41-47=,-43
(42+11)-11=,42
14-11-12=,-9
47+47+16=,110
13-(11+49)=,-47
13+12-41=,-16
(43-12)+43=,74
47-10-43=,-6
(42-47)+12=,7
(17-10)+14=,21
(11+41)-14=,38
(17-16)+42=,43
(10+49)-17=,42
(15+47)-12=,50
10-15+13=,8
(12-14)+48=,46
10+16+12=,38
(49+16)-48=,17
44+46+47=,137
(17-44)+11=,-16
47-43-41=,-37
(13+47)-47=,13
(48+43)-46=,45
45+(12-44)=,13
43-(41+42)=,-40
16+12+16=,44
42+15+49=,106
49-45+15=,19
43-(47+16)=,-20
(17+41)-10=,48
43+42+11=,96
49-(16+13)=,20
16-12-43=,-39
(17-13)+17=,21
41-14+17=,44
48+(17-11)=,54
11-13+44=,42
16-49+15=,-18
42-48+15=,9
43-41-15=,-13
10+(14-47)=,-23
10-48-16=,-54
46-15+47=,78
48+13+10=,71
46+48+12=,106
17+46-43=,20
15+(46-13)=,48
10-42-41=,-73
42-48-47=,-53
(15+43)-47=,11
17-45+10=,-18
(17-46)+43=,14
49-49+15=,15
43+41-43=,41
15+11+14=,40
11+(16-10)=,17
47+44-11=,80
49+(45-11)=,83
45-44+16=,17
49+(47-15)=,81
12-16+16=,12
(46+14)-17=,43
(46+13)-42=,17
(43+41)-14=,70
14+(17-14)=,17
48-14+42=,76
(14+46)-13=,47
(48+14)-48=,14
42+11+12=,65
(46+14)-45=,15
47-41-15=,-9
(10-45)+16=,-19
(41+41)-48=,34
48-15+43=,76
(12+10)-41=,-19
12+42-13=,41
11-17+16=,10
(48-46)+41=,43
14+(16-44)=,-14
43+(11-12)=,42
45-(48+15)=,-18
41+(41-15)=,67
(45-44)+10=,11
11-44-14=,-47
46-44+14=,16
(42-48)+49=,43
12-(47+13)=,-48
44+48+47=,139
14+(47-14)=,47
46+10-13=,43
(11-42)+13=,-18
13-49+12=,-24
43-(49+15)=,-21
13-44-15=,-46
16+46+45=,107
(17-48)+42=,11
(16+48)-11=,53
14-16-48=,-50
(49+47)-49=,47
43+13-14=,42
14+(11-17)=,8
41+(10-41)=,10
17-(46+14)=,-43
15-14-12=,-11
14-49-13=,-48
44-15+11=,40
13-41+48=,20
10+11+48=,69
49-16+49=,82
(45-16)+48=,77
42+14+49=,105
49+(10-11)=,48
42-42-43=,-43
44+15-42=,17
17+44+15=,76
45+10+42=,97
13-11-41=,-39
48+(17-14)=,51
(43-13)+16=,46
(42+49)-42=,49
(43+48)-15=,76
14-(49+11)=,-46
(13-14)+41=,40
46+(47-46)=,47
44-42-48=,-46
43+(48-45)=,46
(41+16)-45=,12
44+(44-11)=,77
12-13+16=,15
10-11+16=,15
12-(43+41)=,-72
11+12-16=,7
15+(48-48)=,15
41-44+11=,8
16-46+41=,11
16+44+15=,75
11-17-41=,-47
46+(10-16)=,40
41-42-42=,-43
49-(43+42)=,-36
45+10+45=,100
46-(47+42)=,-43
46+48-17=,77
(46-15)+49=,80
16-48+11=,-21
14-12+47=,49
41+42+14=,97
46-44-10=,-8
(42+45)-48=,39
47-10-45=,-8
(45+17)-15=,47
13-(43+42)=,-72
12-43-10=,-41
(47+41)-12=,76
17+(48-16)=,49
17+45-41=,21
(14+43)-48=,9
43+(16-15)=,44
11+44-48=,7
17+47+45=,109
17+13+11=,41
41+45-12=,74
15+44-41=,18
11+47-43=,15
(49-11)+49=,87
10-47-16=,-53
48-(49+14)=,-15
13+46-14=,45
10-46+12=,-24
10+(47-43)=,14
12+47-48=,11
45-(41+16)=,-12
14-41-14=,-41
14-(16+14)=,-16
16-14+11=,13
17+47+43=,107
45+44+41=,130
17+(13-16)=,14
17-10+45=,52
13-49-44=,-80
(43+47)-45=,45
43-(47+44)=,-48
46+14+43=,103
12+12-46=,-22
10+45+10=,65
(17-14)+48=,51
45+44-13=,76
14+12-41=,-15
(16-12)+15=,19
(11-14)+10=,7
11+(49-10)=,50
42-13+49=,78
48+(43-44)=,47
43-(48+11)=,-16
10-10+43=,43
(13-41)+10=,-18
16-14+13=,15
45-43-44=,-42
41+46-11=,76
(42+49)-44=,47
49-47+12=,14
46+(11-45)=,12
47-12-48=,-13
44-41+10=,13
17-16+15=,16
16-13+15=,18
(16-45)+16=,-13
48+17+42=,107
12-14-41=,-43
42+17+17=,76
14-41-47=,-74
13-(43+41)=,-71
14+(17-12)=,19
(45+44)-10=,79
42-41+41=,42
11+(15-10)=,16
46+48+14=,108
41+41-17=,65
45-11+49=,83
47+11+13=,71
15-(43+46)=,-74
17+48+48=,113
(11+48)-10=,49
47-49-16=,-18
42-(41+13)=,-12
41+10+14=,65
45-11-48=,-14
13-(45+41)=,-73
45+(47-49)=,43
11-43+17=,-15
46+11-42=,15
14+10+16=,40
11-44+10=,-23
11-46+14=,-21
(11-13)+43=,41
(13+11)-43=,-19
14+(42-16)=,40
16+(44-46)=,14
47+(45-13)=,79
(17+44)-15=,46
10-44-13=,-47
12+15-10=,17
(47-46)+17=,18
14-(15+47)=,-48
49-43-43=,-37
11-11+42=,42
(17+17)-45=,-11
49-(17+17)=,15
43+45-11=,77
14-46-15=,-47
16-16-13=,-13
47-41+10=,16
43-48+13=,8
16-42+44=,18
14+(16-12)=,18
(13+12)-41=,-16
43-47+45=,41
46-16+13=,43
(13+41)-45=,9
43+(10-48)=,5
44-14-16=,14
47+10-45=,12
16+14+14=,44
(43-47)+48=,44
(13+45)-47=,11
11+(15-45)=,-19
44-13-43=,-12
13-(10+12)=,-9
10+(12-13)=,9
47-12+14=,49
13-47-10=,-44
45+14-44=,15
(46-14)+46=,78
(44-14)+10=,40
46-49+41=,38
47+44-41=,50
48+41-15=,74
15-43-16=,-44
43+(45-14)=,74
13-(42+11)=,-40
(42-42)+47=,47
41+(47-46)=,42
17-(14+44)=,-41
11-(46+13)=,-48
(10-16)+17=,11
(43+42)-15=,70
(13-43)+16=,-14
11+44+10=,65
41-16-14=,11
(47+15)-11=,51
(16+49)-10=,55
47-10+48=,85
46-46-43=,-43
14-45+41=,10
42+(46-41)=,47
43-45+44=,42
15-46-47=,-78
10-47+13=,-24
10+(16-14)=,12
(12+14)-42=,-16
16-14-49=,-47
48+(47-47)=,48
(48+13)-45=,16
41+10-15=,36
(13+10)-41=,-18
43-42-42=,-41
48-(17+17)=,14
11+(11-10)=,12
10+12+47=,69
15-44-47=,-76
14-43+48=,19
49+45+11=,105
15-(46+12)=,-43
(14-17)+47=,44
(15-41)+16=,-10
(44-14)+47=,77
(11+42)-42=,11
17+17+10=,44
12-10+46=,48
42+16-15=,43
42-45-14=,-17
45-17+17=,45
10-15-42=,-47
47-43-46=,-42
11-(46+42)=,-77
(45+15)-13=,47
(41-41)+13=,13
14-47-12=,-45
15-(10+43)=,-38
(12+43)-10=,45
43+(47-11)=,79
49+(43-48)=,44
44+(41-41)=,44
44-10+43=,77
(41-10)+15=,46
13+(43-44)=,12
48+11+12=,71
17+45-46=,16
(17-49)+47=,15
16-11-41=,-36
46+(41-48)=,39
46+45-44=,47
41-(17+41)=,-17
12-(41+45)=,-74
16-(46+49)=,-79
(44+10)-42=,12
47-11-41=,-5
49+49+10=,108
(15+12)-41=,-14
12+(47-11)=,48
13-43-17=,-47
41-14-45=,-18
45+14+15=,74
10-44+14=,-20
(46-11)+46=,81
13+13-46=,-20
(48-47)+10=,11
(12+48)-47=,13
46+13-44=,15
43-17-44=,-18
49-17-44=,-12
13-44+16=,-15
45-(15+16)=,14
15-44+44=,15
14-42-41=,-69
16+17-45=,-12
10+10-41=,-21
16-16-16=,-16
15+(16-11)=,20
44-(49+48)=,-53
48+(10-12)=,46
17-41-10=,-34
49+(16-48)=,17
(45-43)+12=,14
41+15-10=,46
47+(46-15)=,78
(12+47)-41=,18
13-(42+49)=,-78
11+15-17=,9
(12-42)+17=,-13
46-12+46=,80
15-41+41=,15
17-43-16=,-42
49+41+48=,138
48-(42+49)=,-43
11-16-49=,-54
(14+49)-12=,51
45-16+44=,73
41-45-15=,-19
(12+48)-13=,47
(15+10)-15=,10
49-46+42=,45
11+(15-15)=,11
47+12+10=,69
10-(11+44)=,-45
(41+10)-11=,40
45-17-45=,-17
(42+16)-45=,13
17-(11+49)=,-43
42+43+42=,127
43+16+43=,102
12+(41-14)=,39
41-(11+41)=,-11
17+48+10=,75
44-11+41=,74
12+10-13=,9
16-(10+11)=,-5
15+42+15=,72
(14+15)-45=,-16
10-48+10=,-28
45+(42-46)=,41
14-10+48=,52
(48+44)-41=,51
42-48-48=,-54
43-48-43=,-48
42+11+13=,66
14-10+46=,50
15+16+10=,41
(13+14)-16=,11
49-11-10=,28
46+14+11=,71
46+42-48=,40
44-47-43=,-46
14-47-13=,-46
(15+12)-14=,13
44+11+11=,66
(43+45)-45=,43
46+(48-12)=,82
(14+15)-13=,16
14-41-44=,-71
42+(45-48)=,39
45+14+46=,105
48-(42+45)=,-39
47-14-46=,-13
16+43-47=,12
13-(16+10)=,-13
11+12+43=,66
(43+49)-47=,45
(46-17)+12=,41
43+45-13=,75
(13-45)+13=,-19
17+15+43=,75
(10-48)+46=,8
(12+16)-44=,-16
42+(14-17)=,39
12-(16+17)=,-21
42+17+11=,70
(48-16)+48=,80
42+(17-41)=,18
43-47-17=,-21
44+(42-12)=,74
12+17-41=,-12
42+(49-14)=,77
49+47-44=,52
44+14-43=,15
10-13-44=,-47
48+10-11=,47
42-41-11=,-10
44+42-47=,39
17+49-48=,18
(45-14)+48=,79
49-(43+49)=,-43
15+43-16=,42
(14-15)+42=,41
14+(43-17)=,40
41+17+43=,101
(48-44)+48=,52
45+49-45=,49
44-14-17=,13
11+(45-41)=,15
46-(12+12)=,22
(11+10)-44=,-23
15-(43+45)=,-73
(16-49)+14=,-19
49+(11-12)=,48
41+13+44=,98
42+(43-43)=,42
49+44+13=,106
13-10-48=,-45
42+46-43=,45
48-(45+17)=,-14
15+(41-44)=,12
(46-17)+10=,39
13+(10-10)=,13
(47-46)+15=,16
(43-13)+12=,42
16-(48+42)=,-74
13+14+17=,44
49+14-46=,17
13-16-13=,-16
17-41+45=,21
13+48+42=,103
14+13+42=,69
44+46-15=,75
44+14-47=,11
49-(48+16)=,-15
49-(16+42)=,-9
(45+43)-15=,73
15-12-17=,-14
41+17-15=,43
16-(17+47)=,-48
10-10+14=,14
45+(12-42)=,15
49+(10-46)=,13
41-17-46=,-22
(41+44)-17=,68
46-46+17=,17
(49-45)+17=,21
(16-43)+13=,-14
15-13-49=,-47
10+(11-13)=,8
(43-17)+16=,42
12+43-10=,45
13+(14-15)=,12
48+47-44=,51
12-(48+12)=,-48
48+12+11=,71
13-49+15=,-21
(10+49)-15=,44
(15-14)+16=,17
(17-12)+14=,19
47-49-12=,-14
45+(15-46)=,14
(16-46)+41=,11
(49-10)+49=,88
47-(15+41)=,-9
(17+13)-46=,-16
47+14-45=,16
46+45-48=,43
47+48+42=,137
17+(45-16)=,46
14-17+11=,8
10+49+43=,102
(45+47)-11=,81
13+(46-13)=,46
46+42-13=,75
45+11-43=,13
10-46+11=,-25
43-(49+44)=,-50
48-(41+16)=,-9
43+10-14=,39
10+14+48=,72
44-(48+14)=,-18
(11-15)+10=,6
10+(13-13)=,10
47+(16-12)=,51
44+(14-13)=,45
43+48-44=,47
44-41+47=,50
47+12+46=,105
49+(15-13)=,51
49+(11-44)=,16
11-(16+47)=,-52
12-(12+46)=,-46
(42-16)+17=,43
43+49-16=,76
49+41+17=,107
48+13-49=,12
(13-11)+45=,47
(15-44)+41=,12
(14-16)+15=,13
12+49-14=,47
44-14+47=,77
48-(45+43)=,-40
47+(15-48)=,14
(48+41)-12=,77
11-42+48=,17
16+47-48=,15
11+43-11=,43
(17+15)-41=,-9
42+14+17=,73
42-(45+42)=,-45
44-48-48=,-52
17+(15-49)=,-17
45-45+42=,42
13+(48-44)=,17
13-15-15=,-17
16+(41-16)=,41
45+47-41=,51
14-49+42=,7
41-15+15=,41
46+12+10=,68
11+14+14=,39
17+(44-10)=,51
(45+12)-48=,9
12+(11-43)=,-20
(49+48)-44=,53
46-(44+17)=,-15
42+14-49=,7
13-(10+48)=,-45
(13+10)-45=,-22
44-(12+42)=,-10
10-43+15=,-18
49-11+16=,54
44+12+43=,99
49+44+17=,110
12+46-44=,14
44-45-47=,-48
(43-14)+16=,45
(46-10)+45=,81
16-(10+12)=,-6
49-41-13=,-5
46+14-10=,50
13-16+45=,42
16-41+16=,-9
45+(48-10)=,83
(12-13)+45=,44
11-16-16=,-21
42-(13+11)=,18
42+47-13=,76
14-10-45=,-41
48-(13+12)=,23
45+11+10=,66
(47-12)+13=,48
41+15-15=,41
(49+45)-44=,50
10-(47+49)=,-86
(42+16)-41=,17
42-(10+47)=,-15
17-17-47=,-47
11-17-12=,-18
43-41+11=,13
(14+13)-11=,16
43-41+17=,19
(47-43)+12=,16
(47-17)+12=,42
43+(16-17)=,42
(15-13)+44=,46
(42-13)+45=,74
15+(12-11)=,16
(15+17)-46=,-14
49-43+17=,23
47-11+15=,51
(48-10)+45=,83
47+(12-46)=,13
(11-47)+41=,5
15+10+15=,40
42+47-44=,45
(11+44)-13=,42
17+16+12=,45
(45-41)+46=,50
(17+46)-11=,52
16+(42-10)=,48
49-10+45=,84
(15-43)+47=,19
10-11-41=,-42
41+12-17=,36
48-(48+12)=,-12
42+48-13=,77
48+47-15=,80
(10-12)+11=,9
(12-46)+12=,-22
(13-12)+15=,16
(46+46)-49=,43
11-13-16=,-18
46-41-14=,-9
15-13+42=,44
12+(49-17)=,44
14+44-42=,16
(12-49)+46=,9
(15+45)-41=,19
42-(49+12)=,-19
(41-17)+42=,66
10-(48+44)=,-82
49+17-48=,18
42+45+17=,104
41+11-16=,36
12-(12+15)=,-15
43-(13+12)=,18
17-(12+48)=,-43
42-47-14=,-19
49-15-45=,-11
47+17+10=,74
45+44-49=,40
49-42-47=,-40
43-49-11=,-17
49-10-12=,27
10-(16+48)=,-54
(15+17)-47=,-15
48+(46-14)=,80
43-49+46=,40
12+(17-15)=,14
(44-15)+11=,40
(10+42)-13=,39
42+(17-48)=,11
45-41-41=,-37
41+(13-42)=,12
41+16+48=,105
44-49-16=,-21
(41-16)+42=,67
46+(47-41)=,52
16-10+41=,47
(11+48)-12=,47
(47+42)-16=,73
(11-17)+13=,7
16-11+43=,48
48-(16+14)=,18
11+49-44=,16
15-42-16=,-43
10-17-10=,-17
47+47+48=,142
(41+44)-44=,41
16-(11+44)=,-39
16+42+16=,74
16+42-48=,10
16-49-41=,-74
46+46+17=,109
(10-15)+43=,38
(49-43)+12=,18
10-44+45=,11
(41+17)-48=,10
45+17+45=,107
(41-12)+44=,73
47+(11-49)=,9
13+41+17=,71
43-13-43=,-13
43+(41-17)=,67
46-47-43=,-44
13-42+15=,-14
11-10-17=,-16
42-(49+47)=,-54
10-43-41=,-74
(12-43)+11=,-20
48+16+41=,105
15-(47+44)=,-76
43+(16-44)=,15
17-47+46=,16
(43-47)+13=,9
15-(12+15)=,-12
(44+48)-16=,76
14+11-48=,-23
11-(46+12)=,-47
14+(47-17)=,44
(17-49)+15=,-17
41+45+47=,133
12+42-17=,37
47+46-49=,44
(47+15)-42=,20
11+12-17=,6
14-10-16=,-12
(16-11)+41=,46
(44+14)-10=,48
47-45-10=,-8
13+43-11=,45
44-45-48=,-49
46+(48-43)=,51
42+42+43=,127
14+45+10=,69
16+14+10=,40
(44-13)+11=,42
14+(10-10)=,14
(46+12)-16=,42
(43+45)-42=,46
13+(11-48)=,-24
11+12+41=,64
41+41+16=,98
16+(10-47)=,-21
15+(10-14)=,11
16-(14+41)=,-39
12-43+45=,14
12-42-13=,-43
43-47+41=,37
48-48-45=,-45
(13+15)-44=,-16
43-(13+46)=,-16
12-43+12=,-19
45+47-12=,80
42-46-44=,-48
15+47+10=,72
17-10+47=,54
44+14-10=,48
14+17+42=,73
(47+45)-41=,51
45-14+49=,80
47+15+49=,111
13-42-10=,-39
16+44+48=,108
46+43+16=,105
10-44-44=,-78
12+(41-47)=,6
10+(16-43)=,-17
46-12-48=,-14
42+(42-13)=,71
(41+46)-44=,43
(14-45)+48=,17
49+(43-17)=,75
(10+10)-12=,8
(12-49)+42=,5
47+16+44=,107
12-14-15=,-17
(49+11)-46=,14
10+44-48=,6
49-49-48=,-48
15-13+11=,13
(45+10)-17=,38
(42+16)-46=,12
45+(13-44)=,14
44+46+49=,139
49-45-48=,-44
13-48+10=,-25
45-49-14=,-18
15+12+15=,42
42-44-17=,-19
44+48+17=,109
(12-46)+43=,9
(13-49)+42=,6
(46+49)-48=,47
(17-46)+16=,-13
45-16-14=,15
11+13+10=,34
43-12+49=,80
(46+43)-14=,75
49+41+14=,104
(44+46)-47=,43
13-42-44=,-73
10-49+47=,8
41-44-48=,-51
11+(16-49)=,-22
42-12-47=,-17
(12-41)+42=,13
(42-15)+15=,42
13+(41-44)=,10
16+10-42=,-16
44+(45-15)=,74
48+(44-16)=,76
17-(42+13)=,-38
49+(45-44)=,50
(13-41)+45=,17
46-14+49=,81
41-(13+14)=,14
47-11+44=,80
17-44-44=,-71
42+41+14=,97
10+(17-49)=,-22
47-(47+47)=,-47
10-(48+48)=,-86
13-45-15=,-47
(11-16)+17=,12
(45-14)+16=,47
(47+49)-15=,81
48+43-46=,45
(14+45)-17=,42
(47+17)-17=,47
(49+41)-48=,42
(48+11)-45=,14
41+47-45=,43
12-(16+45)=,-49
42+(16-10)=,48
12+(16-11)=,17
15-10-13=,-8
(44+42)-43=,43
44-13-46=,-15
42-(49+45)=,-52
11+10+13=,34
(43-12)+48=,79
(47-42)+45=,50
43+45+14=,102
42+10-12=,40
(48-12)+46=,82
(47-14)+12=,45
42-16-49=,-23
44-(15+16)=,13
(15+45)-16=,44
42+14+16=,72
12+(47-44)=,15
15+(41-46)=,10
42-(16+42)=,-16
13+(46-49)=,10
49-43-14=,-8
42-(11+48)=,-17
14+46-10=,50
12+(16-43)=,-15
(17+17)-49=,-15
47+41+43=,131
13-(45+16)=,-48
(44-17)+47=,74
(47-44)+17=,20
42-44+46=,44
(10+43)-41=,12
10-13-11=,-14
14+(13-16)=,11
46-13+12=,45
41-14-14=,13
(13+41)-13=,41
10-14-48=,-52
16-42-12=,-38
(15-16)+12=,11
11-47+17=,-19
16-43-43=,-70
10+14-42=,-18
45+44-46=,43
44+(44-46)=,42
49-(10+42)=,-3
13-(44+14)=,-45
(16-49)+16=,-17
45-(15+13)=,17
44+(49-48)=,45
44-41-48=,-45
(48-47)+42=,43
45-13-13=,19
42-(10+43)=,-11
(12+44)-42=,14
48+45-44=,49
48-(17+16)=,15
42+12+17=,71
14-11-13=,-10
13+16-42=,-13
49+48-45=,52
17-(46+12)=,-41
48-49+48=,47
45+(13-16)=,42
14+15+47=,76
(44-10)+13=,47
13-(17+48)=,-52
11+(11-14)=,8
42-47-43=,-48
42+(11-15)=,38
(15-42)+46=,19
(48+12)-48=,12
48-41-46=,-39
48-13+10=,45
12+48+11=,71
17-17+17=,17
49-(10+16)=,23
(16+44)-14=,46
16-48-14=,-46
41+10+41=,92
(44-42)+13=,15
(47-13)+47=,81
45-17+49=,77
15-12-16=,-13
45-13+46=,78
47+49-44=,52
49-(13+17)=,19
(14-48)+16=,-18
41+12-16=,37
44-14-14=,16
41-45+47=,43
(41+41)-46=,36
41+(45-14)=,72
49-(41+16)=,-8
45+10+16=,71
49+43+49=,141
46-17+13=,42
11+12-48=,-25
41+42+44=,127
(43+17)-11=,49
42-42+41=,41
44+15+47=,106
(11+45)-13=,43
16+16-10=,22
42+48+13=,103
41+49-45=,45
10-(44+42)=,-76
(41+43)-49=,35
12+12+42=,66
45-42-46=,-43
(13-11)+44=,46
44-(47+41)=,-44
42-(11+49)=,-18
17+11+11=,39
46-48+49=,47
47-(45+47)=,-45
13+11+47=,71
42-(41+42)=,-41
17-43-47=,-73
16-(47+46)=,-77
14-(12+16)=,-14
43-(46+45)=,-48
49+(16-12)=,53
44-12+15=,47
10-(43+44)=,-77
15-17-43=,-45
(43+42)-45=,40
17-(15+17)=,-15
49-42+41=,48
(45+16)-10=,51
(11-15)+48=,44
(17+49)-16=,50
43-46+15=,12
17-(15+43)=,-41
42-(10+16)=,16
(49-14)+14=,49
42-47+49=,44
17+47-44=,20
41+17-49=,9
(41+11)-43=,9
15+12+49=,76
48+10+13=,71
49-49-15=,-15
48+(46-13)=,81
(43+41)-44=,40
15-17+15=,13
13+16-41=,-12
16+(16-13)=,19
12+13+42=,67
10-41+16=,-15
13-45+46=,14
41+(12-48)=,5
15-10-49=,-44
13+12-12=,13
(17+44)-49=,12
(15+41)-47=,9
46-48-16=,-18
10+17+15=,42
43+(49-43)=,49
(45+17)-41=,21
41+10-13=,38
(13-12)+11=,12
16-42-49=,-75
(43-44)+11=,10
(47+11)-44=,14
16-47-42=,-73
17-10-47=,-40
11-(17+42)=,-48
10-47+42=,5
(47+48)-44=,51
41+(10-43)=,8
14+13+44=,71
46-(12+46)=,-12
11-15+44=,40
15-49-11=,-45
13+12-10=,15
(13+17)-41=,-11
44-13+42=,73
12+13-42=,-17
(12-11)+46=,47
17+42+15=,74
42-(43+47)=,-48
49-(48+41)=,-40
(11+16)-47=,-20
(44+11)-49=,6
43-16+13=,40
(41+17)-49=,9
41-48-41=,-48
11-(46+15)=,-50
17+(10-10)=,17
12+47-45=,14
42+14-41=,15
15-(17+15)=,-17
13+(45-15)=,43
16-17-11=,-12
49+10+42=,101
44-13+16=,47
(10+15)-49=,-24
45-12-44=,-11
42+10+44=,96
17-43+12=,-14
43+16-44=,15
42-11+12=,43
14+13-48=,-21
46-41+48=,53
47-(16+44)=,-13
49-(16+46)=,-13
(13+46)-42=,17
15+16+42=,73
45+11-16=,40
12+46+16=,74
(14-17)+10=,7
(15-15)+12=,12
(47-49)+11=,9
17-49+10=,-22
49+44-16=,77
41+(15-46)=,10
(13+16)-42=,-13
10-12-16=,-18
(12-14)+43=,41
(45+45)-41=,49
14+11-46=,-21
17+42-49=,10
43-45-17=,-19
10-47-10=,-47
43+(46-49)=,40
15-46+44=,13
41+(45-48)=,38
(44-16)+41=,69
(49-41)+44=,52
45-(49+41)=,-45
13-49-41=,-77
46-(13+14)=,19
48-15-11=,22
49+11+15=,75
14-13+44=,45
(42+44)-47=,39
(41-16)+15=,40
49-45+47=,51
10-10-14=,-14
12+(12-46)=,-22
(15-45)+14=,-16
43-(49+47)=,-53
11+11+41=,63
45+14-11=,48
45-42+46=,49
44-12-49=,-17
10-48+45=,7
(15-12)+43=,46
17+(49-41)=,25
47-(14+47)=,-14
(46+16)-11=,51
46+(16-12)=,50
45-(47+47)=,-49
44+(15-15)=,44
14+(43-44)=,13
(17+11)-44=,-16
17+44+46=,107
(44-42)+14=,16
15-(14+11)=,-10
49+14+12=,75
(43+44)-13=,74
49+11+10=,70
16-(13+43)=,-40
46+(10-12)=,44
17+(15-47)=,-15
13-45-44=,-76
(44+48)-15=,77
13+13+47=,73
49-13+14=,50
10-(16+44)=,-50
45+10-17=,38
47+44-15=,76
47-14+43=,76
49+14+16=,79
12+41-17=,36
47-41-47=,-41
(12-15)+14=,11
(44-41)+41=,44
10-45+13=,-22
41+16-46=,11
17-10+41=,48
45-43+12=,14
11+(17-15)=,13
46-(16+44)=,-14
(17+42)-43=,16
12-(48+14)=,-50
10+12+48=,70
(42-49)+15=,8
41-10-46=,-15
(46+10)-14=,42
42+42+45=,129
41+(47-48)=,40
12-17+44=,39
14-12-44=,-42
47+11+46=,104
(41-46)+12=,7
42+48+17=,107
41+11+10=,62
46-16-13=,17
(10+48)-11=,47
42-(41+16)=,-15
42-(43+46)=,-47
(10-13)+49=,46
12+41+15=,68
41-46+45=,40
13+(43-12)=,44
(14+15)-42=,-13
(41+45)-49=,37
43-16+41=,68
(14+49)-41=,22
46+(48-42)=,52
14-15-49=,-50
15+(44-14)=,45
15-(43+43)=,-71
45+42-45=,42
(47+42)-14=,75
16+(44-12)=,48
43-(17+12)=,14
11-46-10=,-45
17-13-41=,-37
12+49+10=,71
41+41-45=,37
11-43-47=,-79
48+(11-17)=,42
(12+47)-17=,42
(11+16)-17=,10
48+(41-44)=,45
(16+49)-17=,48
15+10-17=,8
(10-49)+41=,2
46-14-16=,16
(42+47)-12=,77
(42-46)+12=,8
49+(16-49)=,16
44+(14-46)=,12
46+(47-45)=,48
41+(10-12)=,39
10+(42-42)=,10
17+(42-17)=,42
48+45+10=,103
14-17-49=,-52
43-44+44=,43
44-(41+42)=,-39
(44-10)+10=,44
13+43+45=,101
13+13+44=,70
14-49+43=,8
10+(45-45)=,10
41-11-11=,19
(45-17)+10=,38
49+(43-15)=,77
(49-45)+16=,20
13+49+16=,78
14-44+46=,16
15-(13+13)=,-11
(11+46)-45=,12
43+12-45=,10
(43+47)-42=,48
49-42+15=,22
16+(14-47)=,-17
49+10-43=,16
43+(11-11)=,43
(41-49)+44=,36
15+(11-16)=,10
13-46+49=,16
16+47+15=,78
(48-42)+10=,16
48-43+15=,20
42-45-16=,-19
49-17+11=,43
15-(10+46)=,-41
17-(43+45)=,-71
17-47+12=,-18
15-(46+17)=,-48
16-10+42=,48
48+12-41=,19
(48+42)-47=,43
41+14+49=,104
10-44-43=,-77
44-16+49=,77
16+(13-12)=,17
10-(11+48)=,-49
12+48-15=,45
45-41+15=,19
14+11-41=,-16
17+(43-49)=,11
44+(42-10)=,76
(44+15)-13=,46
14-41+44=,17
(17-13)+46=,50
16+44-45=,15
10+43-10=,43
15-43+11=,-17
12-(12+48)=,-48
(46-16)+12=,42
(10-43)+42=,9
(42-17)+41=,66
49-16+46=,79
44+(13-43)=,14
12-42-45=,-75
48-15+44=,77
46+42+43=,131
15+12+41=,68
44+49-44=,49
42-10+48=,80
16+49-49=,16
42-(44+16)=,-18
12+48-17=,43
41+16+14=,71
17-41-42=,-66
41+(46-43)=,44
45+17-49=,13
12+(46-16)=,42
12-11-46=,-45
44+13+44=,101
49+43+13=,105
14+10-48=,-24
12-14+16=,14
15+46-45=,16
43-49+44=,38
11+49-13=,47
16-41-44=,-69
16+15-49=,-18
46-10+11=,47
43-(10+14)=,19
15-48+43=,10
(47+14)-48=,13
(17-45)+44=,16
48+10-45=,13
49+46-43=,52
47-(13+48)=,-14
10-41-43=,-74
14-(16+47)=,-49
11+43-16=,38
(14+17)-42=,-11
(42-12)+13=,43
14+17+17=,48
10-(43+15)=,-48
17+(46-42)=,21
(43+44)-47=,40
