src,tgt
34-43+37=,28
37-41-35=,-39
38+41-39=,40
44+(41-43)=,42
(40+45)-38=,47
(34+40)-41=,33
38-41-43=,-46
(49+43)-46=,46
43-(41+40)=,-38
37+(40-34)=,43
46+40-34=,52
39-34+46=,51
44-43+48=,49
49+48+35=,132
42+(48-35)=,55
35-49+35=,21
44-39+37=,42
44-42+49=,51
(46+42)-37=,51
38+(42-44)=,36
41-(34+40)=,-33
43-(35+42)=,-34
44-40-49=,-45
39-45-35=,-41
41-(41+48)=,-48
40-48+35=,27
47+38-39=,46
42-41+37=,38
49-44-48=,-43
34+38-46=,26
49-(35+46)=,-32
(35+44)-47=,32
46-43+39=,42
40+38-46=,32
42-46-34=,-38
39-44-39=,-44
36-(38+37)=,-39
41+39+39=,119
49+(46-47)=,48
45+38+40=,123
48+(39-40)=,47
(40-37)+39=,42
44-(48+35)=,-39
46-38+41=,49
42+34+40=,116
45-36-35=,-26
37+(40-46)=,31
36+48-47=,37
37-39+35=,33
(42+49)-47=,44
47-46+34=,35
48+(41-46)=,43
43+44+43=,130
39+(39-45)=,33
(43-35)+37=,45
48-(36+46)=,-34
(39-39)+45=,45
41+39+49=,129
(37-36)+35=,36
(39-37)+39=,41
37+42-37=,42
35+(43-42)=,36
45-34-35=,-24
39-49+38=,28
42-(37+41)=,-36
42-(35+34)=,-27
36-42+49=,43
48+44-35=,57
36-38-37=,-39
(40-45)+45=,40
34-35+40=,39
48+34-36=,46
38-(42+49)=,-53
37-39-44=,-46
46-37-37=,-28
45+46+49=,140
41+(47-38)=,50
34-43-40=,-49
47-(48+37)=,-38
(40-49)+48=,39
40-48-45=,-53
48+38+48=,134
37-47-36=,-46
42-39-35=,-32
41-40+49=,50
(39+42)-37=,44
43-(37+34)=,-28
42-48-34=,-40
44-38+42=,48
37+39+48=,124
(49-42)+42=,49
43-38+39=,44
49+35-40=,44
39-34-40=,-35
(46-46)+41=,41
34-(37+48)=,-51
48+40+34=,122
42-(42+45)=,-45
34-(42+42)=,-50
38-(44+44)=,-50
46-41+43=,48
46+39-40=,45
34-45+35=,24
45-(40+35)=,-30
39+40+45=,124
49+45+44=,138
34+38-36=,36
35-34-47=,-46
(35+39)-47=,27
48+34-38=,44
(41-40)+45=,46
49-(41+48)=,-40
34+42+41=,117
49-38-48=,-37
38+44-48=,34
(39+38)-47=,30
49+(42-35)=,56
45+35+36=,116
45+48+47=,140
39-39+42=,42
(40+44)-40=,44
37-(44+42)=,-49
36+34-41=,29
39-43-41=,-45
37+42-47=,32
43+(48-40)=,51
40-42+42=,40
38+47-48=,37
(38-41)+38=,35
(47-47)+39=,39
44+(40-39)=,45
39+44-46=,37
35+46+44=,125
(39+43)-47=,35
37-43+46=,40
37-(34+40)=,-37
49-40+46=,55
(35+41)-45=,31
42-41+49=,50
47+43-37=,53
(42-39)+35=,38
(39-44)+38=,33
37+47-42=,42
47+39+46=,132
46-36+44=,54
40+48-44=,44
34-38+39=,35
45+36+49=,130
38+44-41=,41
48-46-38=,-36
42-(46+47)=,-51
(49+36)-46=,39
(37-34)+44=,47
(42+41)-44=,39
(34-46)+44=,32
42+44+36=,122
(44-49)+35=,30
(43+38)-36=,45
37+(47-34)=,50
(46+34)-48=,32
(34+37)-37=,34
(44-38)+35=,41
(39-44)+43=,38
40-42+39=,37
40-(46+42)=,-48
48+(37-49)=,36
37-(34+42)=,-39
(49+34)-40=,43
36+(35-46)=,25
39-(38+36)=,-35
34+(41-39)=,36
44-40+39=,43
49+47+40=,136
(34-42)+39=,31
38-47-45=,-54
46+38-34=,50
43-49-49=,-55
45-(36+41)=,-32
36+41+49=,126
(41+34)-49=,26
34+(37-39)=,32
47+(39-41)=,45
(38+35)-38=,35
(41+37)-44=,34
(42+46)-39=,49
37+(48-34)=,51
47-(41+42)=,-36
(41-49)+40=,32
36+(39-41)=,34
(39-37)+45=,47
(35-47)+46=,34
42-47+49=,44
36-48-38=,-50
37+49+48=,134
37+(48-47)=,38
48+(35-44)=,39
35+36+41=,112
(35-44)+44=,35
48+49+39=,136
49-(47+41)=,-39
34+48-36=,46
38-49-39=,-50
(42+35)-44=,33
(34-42)+34=,26
34+45-49=,30
35+(37-38)=,34
(48-49)+40=,39
(36-39)+49=,46
(38+42)-42=,38
36+49+34=,119
39+34+36=,109
40+35+38=,113
38-(41+44)=,-47
37+48+44=,129
49-39+36=,46
49-(48+40)=,-39
43+47+39=,129
36+37-49=,24
47-43-44=,-40
43+(48-36)=,55
39+46-36=,49
(35+48)-37=,46
45-47+34=,32
49-(38+49)=,-38
(46+41)-42=,45
(43-34)+35=,44
43-48-36=,-41
40+36+38=,114
42-39-39=,-36
39-(42+48)=,-51
(43-43)+39=,39
(44+41)-39=,46
38-(39+46)=,-47
45-44+48=,49
39-34+40=,45
41+49+46=,136
38+36+43=,117
35+47+35=,117
(35+46)-48=,33
35-(49+37)=,-51
42-44+36=,34
38+37-47=,28
37+48-44=,41
44+37+38=,119
40-(44+47)=,-51
38+(35-35)=,38
42-35-39=,-32
(47-38)+46=,55
45-39+48=,54
46+47+40=,133
36+47+39=,122
(42-37)+44=,49
47+(44-36)=,55
46-48-49=,-51
49+47+46=,142
38+40-38=,40
43-(36+41)=,-34
(42+35)-35=,42
40+43-41=,42
39+48-47=,40
38+44+41=,123
42-37+36=,41
36-(41+40)=,-45
46+36+45=,127
43+48+44=,135
49-(49+48)=,-48
(47-39)+37=,45
37-(41+42)=,-46
36+48-39=,45
49-43+49=,55
43-48+43=,38
49-40+35=,44
(34+35)-44=,25
47-41+49=,55
49-41+42=,50
47+40+44=,131
49+42+49=,140
48-47+45=,46
36-44-36=,-44
37+48-43=,42
(44+40)-46=,38
37+41-45=,33
39-37+37=,39
40+34+45=,119
46-(45+45)=,-44
40+(43-47)=,36
45+34+36=,115
34-44-38=,-48
40+(46-34)=,52
49+34+47=,130
44-(47+41)=,-44
37+(39-49)=,27
41+35-39=,37
42+49+44=,135
38+42+36=,116
48+37-35=,50
44-43+36=,37
47+42-43=,46
47-39-45=,-37
42-(42+37)=,-37
40-37+38=,41
34+36+34=,104
46+35+36=,117
48-(39+41)=,-32
(42+49)-46=,45
45-(40+47)=,-42
37+37-46=,28
(42-44)+37=,35
47-34-39=,-26
44+(46-36)=,54
35+(36-46)=,25
39-40-36=,-37
39-46-48=,-55
40+40+47=,127
(37+43)-41=,39
(35+34)-49=,20
46-(45+37)=,-36
(43-35)+34=,42
45-44+43=,44
35-(43+39)=,-47
(45-36)+34=,43
45-(46+47)=,-48
(44-35)+40=,49
(48+34)-38=,44
46-(38+46)=,-38
34+(35-48)=,21
(40+43)-38=,45
(36-41)+46=,41
48-48+36=,36
36+44-46=,34
40-46-40=,-46
41-44+48=,45
49-(43+40)=,-34
47-42-37=,-32
41-45-35=,-39
(43+45)-39=,49
37-(45+39)=,-47
48+48+41=,137
35-44+41=,32
(49+37)-40=,46
35+(34-42)=,27
48+37-42=,43
37+45+35=,117
36-49+36=,23
35+(45-47)=,33
43-36-36=,-29
43+35-35=,43
36+48-34=,50
42-(45+40)=,-43
34-48+46=,32
48+39+39=,126
(41-40)+47=,48
35-38-40=,-43
45+44-46=,43
36-(46+35)=,-45
(46+49)-48=,47
49-35-45=,-31
(40-38)+44=,46
(47-38)+41=,50
40+(46-46)=,40
(47+37)-43=,41
39+(37-44)=,32
41-34-44=,-37
47-35-44=,-32
35-49-47=,-61
47-46+41=,42
42-(40+38)=,-36
41+37-39=,39
39+41-45=,35
35+40+40=,115
36-39+45=,42
43-(44+49)=,-50
(39+47)-47=,39
44+(44-35)=,53
37+36-41=,32
39-49-37=,-47
45+(40-49)=,36
36+40+36=,112
35-37+47=,45
47+(44-37)=,54
(41-41)+46=,46
(46+39)-46=,39
45-44-39=,-38
48-35+40=,53
(43-45)+41=,39
(49+36)-43=,42
41-35+48=,54
41+45+41=,127
(38+34)-48=,24
49+46+35=,130
(44+35)-36=,43
34+36-46=,24
(37+43)-43=,37
(41+48)-35=,54
36-47-35=,-46
45+45+34=,124
48+37-37=,48
(40+38)-37=,41
49+40-41=,48
41-46+46=,41
49-(42+36)=,-29
42-(38+42)=,-38
(35-35)+45=,45
38+(36-37)=,37
44+45+42=,131
47-35-38=,-26
36-49-43=,-56
(40-49)+38=,29
45+38+48=,131
(38+43)-44=,37
45-34-48=,-37
(43-47)+45=,41
38+36+36=,110
46+(43-47)=,42
39-36+41=,44
48+43-34=,57
37+40-34=,43
45-(35+38)=,-28
46-(45+41)=,-40
(48-42)+37=,43
37+40-48=,29
42-(48+48)=,-54
39-(49+48)=,-58
(38+35)-44=,29
41+45-35=,51
(35-46)+43=,32
42+44-44=,42
39-(39+49)=,-49
(46+41)-47=,40
37-49-34=,-46
38-43+44=,39
36-45-42=,-51
42-37+47=,52
40-39-49=,-48
(49-38)+43=,54
34+39+39=,112
43-49+39=,33
40+(36-48)=,28
44-37-41=,-34
(41+49)-34=,56
41+38+46=,125
35-(42+42)=,-49
43+42-47=,38
49-39-43=,-33
44+(36-41)=,39
43-48-43=,-48
(44-44)+47=,47
35-34+47=,48
(34+36)-43=,27
44+39-38=,45
43+(39-40)=,42
41+40-41=,40
38-34-45=,-41
36-(47+48)=,-59
43-43+45=,45
36+35-42=,29
46-44-46=,-44
48-44-37=,-33
47-43-42=,-38
36+49-49=,36
40+44-47=,37
44-43+38=,39
43+(43-48)=,38
47+48+34=,129
39+47-43=,43
41-47-46=,-52
47-49-44=,-46
49+35-41=,43
49+36-47=,38
(43-36)+40=,47
41+(46-49)=,38
42+(47-44)=,45
36-43-36=,-43
(40+40)-43=,37
35+43-36=,42
41-48+36=,29
46-(37+48)=,-39
48+36-44=,40
49+(41-44)=,46
(36+43)-47=,32
(39+49)-39=,49
35+36+43=,114
45+35+46=,126
48-47-40=,-39
37-37+36=,36
(34+39)-48=,25
40+(36-36)=,40
34+38+46=,118
45-48-42=,-45
46+(40-45)=,41
35-39-41=,-45
43+42-42=,43
49-(42+37)=,-30
(36-43)+46=,39
37-48-40=,-51
38-34+44=,48
(48+48)-43=,53
(39+46)-35=,50
36+38-47=,27
48+34-46=,36
(43-40)+46=,49
(40-44)+40=,36
46-(37+35)=,-26
43+39+37=,119
36-(41+41)=,-46
43-49+48=,42
(42-40)+36=,38
(37-39)+34=,32
42-49-40=,-47
42-49-44=,-51
36+49+37=,122
42-42-42=,-42
(41+48)-43=,46
(39-42)+44=,41
38-(38+49)=,-49
(41+42)-47=,36
(49-35)+43=,57
42+(45-47)=,40
(46-37)+39=,48
44-(46+34)=,-36
(39+34)-34=,39
(43-44)+35=,34
39-47-48=,-56
46-(44+41)=,-39
41+41-38=,44
47+36-43=,40
48-34+40=,54
34-41+36=,29
(41+41)-47=,35
35-(38+44)=,-47
47-34-46=,-33
35+40+36=,111
41+45-38=,48
39+(35-39)=,35
35+45-42=,38
(48+34)-35=,47
35-36-37=,-38
48+(46-36)=,58
37+34+44=,115
(40-47)+48=,41
(48+46)-49=,45
41+49-45=,45
(39-37)+37=,39
36-35-40=,-39
(40+36)-37=,39
(34-42)+47=,39
42+(34-36)=,40
(42+39)-44=,37
(34-39)+36=,31
36-37-43=,-44
49+44+37=,130
39+(35-41)=,33
44-44+35=,35
35-48+38=,25
(40-40)+34=,34
44-37-47=,-40
37+38-41=,34
35+48+39=,122
42-(38+44)=,-40
36-(44+40)=,-48
49-(40+35)=,-26
36-(35+45)=,-44
(42+48)-47=,43
37-48+46=,35
(42-43)+39=,38
34+35+39=,108
(38+40)-45=,33
(46+38)-37=,47
44+34+37=,115
35-(43+37)=,-45
35-45+46=,36
47-40-35=,-28
(48-48)+35=,35
46+(34-47)=,33
49-(46+42)=,-39
35-(42+36)=,-43
48-48+49=,49
(34+49)-43=,40
40+43-40=,43
(34+37)-47=,24
(49+44)-39=,54
36+47+43=,126
(46-42)+48=,52
(34+47)-35=,46
35+43+36=,114
35+(46-39)=,42
(34-46)+37=,25
(44+37)-34=,47
(42-36)+44=,50
37-(48+34)=,-45
(42+40)-45=,37
44+47-41=,50
45-(46+36)=,-37
(37-44)+35=,28
(35-39)+35=,31
44+(40-35)=,49
40-36+40=,44
46-46-48=,-48
38+35-49=,24
(37+38)-41=,34
42-47+36=,31
39+(36-42)=,33
(34+38)-39=,33
38+(37-38)=,37
48+39+44=,131
41+(35-49)=,27
39+(45-46)=,38
41-34-36=,-29
34+41+43=,118
(40-35)+49=,54
36+48-41=,43
35-(35+34)=,-34
(36-42)+43=,37
37-34+40=,43
36+49+44=,129
43-(49+35)=,-41
(42+42)-47=,37
49-(47+35)=,-33
42+(43-42)=,43
(46+34)-34=,46
38-(41+41)=,-44
(47+37)-37=,47
(34+49)-38=,45
41+48+38=,127
34-34+40=,40
39-43+47=,43
34+35+34=,103
37+(37-44)=,30
38+49+45=,132
43+44+36=,123
43+37-42=,38
43+43+41=,127
37-49+49=,37
(49-39)+47=,57
(34-47)+36=,23
43-40-39=,-36
35+(42-49)=,28
(43+44)-48=,39
47+45+45=,137
45-36+42=,51
48+(41-37)=,52
(45-38)+38=,45
(35+39)-45=,29
44-41-49=,-46
(49-39)+34=,44
39+35-39=,35
43-(46+38)=,-41
36+41+40=,117
35-48-43=,-56
46-46+49=,49
(38-49)+44=,33
35+41+49=,125
(43-38)+44=,49
(34+34)-42=,26
(35-40)+39=,34
42+45+43=,130
43-47-37=,-41
47+44+42=,133
35-40+43=,38
(44+42)-45=,41
36+43+38=,117
44+36+36=,116
(34-36)+34=,32
34-35-40=,-41
(43+34)-48=,29
40-41-39=,-40
49-(42+46)=,-39
37+45+36=,118
41-(44+47)=,-50
45-(44+43)=,-42
35+46-37=,44
35+(37-45)=,27
38+36+39=,113
34-43-43=,-52
40-(35+48)=,-43
44+(43-34)=,53
49+40+43=,132
38+(34-46)=,26
40-(46+49)=,-55
34-(47+42)=,-55
48-49+45=,44
47+38+48=,133
35-34+39=,40
37-36-46=,-45
48-48+45=,45
(44+41)-43=,42
39-45-44=,-50
36-(34+36)=,-34
(41+34)-44=,31
47+49+49=,145
37-35-44=,-42
46-35+45=,56
(46+36)-39=,43
45-41-40=,-36
48-(47+42)=,-41
(43-44)+45=,44
42+36-41=,37
36-38+43=,41
(37-40)+46=,43
(35+48)-35=,48
34-49+35=,20
43-45-41=,-43
34+43-45=,32
39-(35+47)=,-43
(46+41)-34=,53
47-(41+47)=,-41
37-39+44=,42
(47-44)+44=,47
47+34-46=,35
39+36-40=,35
37-48-38=,-49
36+(46-48)=,34
(37-36)+48=,49
36+(37-46)=,27
41-(46+44)=,-49
44+(43-35)=,52
39+39-48=,30
46-(35+39)=,-28
39-46+38=,31
38+37+44=,119
(48-48)+44=,44
44-49+34=,29
(40-45)+48=,43
36+48+36=,120
(42-42)+35=,35
46-(38+44)=,-36
34-49+42=,27
39-(42+36)=,-39
46-49-35=,-38
(47-37)+36=,46
43-(39+43)=,-39
40+(41-47)=,34
49+(47-42)=,54
49-45+36=,40
41-35-39=,-33
(48+38)-40=,46
43-(37+37)=,-31
(37+46)-44=,39
45-(45+41)=,-41
49-46-46=,-43
43-(37+46)=,-40
(38-39)+36=,35
46-39+38=,45
(34-40)+44=,38
41-48+46=,39
43+(45-43)=,45
35-(48+43)=,-56
(42-45)+47=,44
44+48+34=,126
(49-38)+45=,56
39-(47+35)=,-43
(34+41)-34=,41
35+(37-47)=,25
40-43-44=,-47
(39+44)-44=,39
36+49-41=,44
37+41+40=,118
34+36-38=,32
40-41-35=,-36
(42-41)+41=,42
47+39+35=,121
36-48+48=,36
(40-45)+34=,29
(43+42)-35=,50
40+(39-38)=,41
46-(49+38)=,-41
(45+37)-43=,39
41+(39-35)=,45
38-49-35=,-46
43-43+37=,37
47-47+47=,47
34-48-47=,-61
(39+38)-39=,38
40-45-43=,-48
40+(46-38)=,48
39-37-41=,-39
39+45-34=,50
38-(45+40)=,-47
35-(45+41)=,-51
46-46+45=,45
38-42+36=,32
48+41-47=,42
(34-48)+48=,34
36-41+39=,34
46+36-36=,46
42-38-41=,-37
38-(36+38)=,-36
(34-48)+36=,22
(44+42)-47=,39
42-44-41=,-43
48+47-43=,52
(38-48)+49=,39
(36-47)+35=,24
38+(37-48)=,27
(35-40)+43=,38
39-39-40=,-40
(47+44)-49=,42
46-(45+36)=,-35
34-(46+48)=,-60
45+41-48=,38
(35-46)+44=,33
36+(44-48)=,32
(44-39)+46=,51
(43-46)+48=,45
35+(41-35)=,41
46+40-35=,51
45-(45+36)=,-36
35-43+40=,32
(48+38)-38=,48
37+(38-44)=,31
(35+40)-38=,37
37-(43+41)=,-47
43+45-41=,47
(45-47)+42=,40
(42+44)-49=,37
35+34-40=,29
(35+41)-34=,42
44+34-46=,32
42+43+43=,128
38-39-36=,-37
35+37-34=,38
40+35+35=,110
(37-40)+41=,38
(43-40)+49=,52
(48+48)-38=,58
35-(49+38)=,-52
43+47-46=,44
40+48-34=,54
34+38-45=,27
49-40+40=,49
42-45-34=,-37
(39-40)+48=,47
(38-45)+38=,31
36+47+46=,129
(47-36)+40=,51
39+34-35=,38
37+44+42=,123
36+43+41=,120
49+45+48=,142
41+(40-40)=,41
(48-40)+40=,48
39-37-48=,-46
49+42+44=,135
43-42-37=,-36
42+46-48=,40
45+46+43=,134
39+36+37=,112
40-41-44=,-45
(47-40)+38=,45
35-48-41=,-54
(41-43)+43=,41
43-47+36=,32
46+37+38=,121
39+44+37=,120
(42-44)+39=,37
45+35-42=,38
34+(44-43)=,35
(40-40)+42=,42
47+49-39=,57
(37-47)+47=,37
43+43-49=,37
42-40+40=,42
35-(43+34)=,-42
43-47-49=,-53
(36+43)-41=,38
46-(36+43)=,-33
(41-43)+38=,36
40-(43+34)=,-37
39-34-36=,-31
(46+46)-49=,43
45+49+48=,142
48+45-35=,58
40+46+36=,122
43-41+49=,51
45+38-45=,38
49-46+39=,42
(41+48)-48=,41
(49-40)+49=,58
42+46-34=,54
34+36+38=,108
45+45-45=,45
49+35+35=,119
48-45+47=,50
42-38+34=,38
47+47+48=,142
49-36+47=,60
38-(47+37)=,-46
(42-38)+36=,40
37-41+34=,30
40+44+37=,121
41-(42+41)=,-42
(45-37)+37=,45
37+37-38=,36
47-(39+48)=,-40
47+47-45=,49
37+38-37=,38
34-40-38=,-44
45+39-45=,39
45-43-39=,-37
44+(42-36)=,50
45+(36-47)=,34
(39-34)+37=,42
(39+43)-35=,47
(41+49)-40=,50
37+(40-45)=,32
41+(43-40)=,44
40+47-44=,43
35+45-40=,40
43+(44-37)=,50
40-(43+48)=,-51
45-36+41=,50
47-44+34=,37
(35+38)-43=,30
49-37+41=,53
47+42+43=,132
(45-42)+38=,41
38-(49+42)=,-53
45+47-40=,52
44-(37+34)=,-27
49-37+40=,52
40+(40-40)=,40
48-45+41=,44
(34+37)-35=,36
46+41-39=,48
49+(34-43)=,40
43+34-43=,34
43-44+42=,41
36+49+36=,121
39-39+39=,39
(48-34)+37=,51
40-42-39=,-41
(37+44)-38=,43
34+42-39=,37
(40+45)-37=,48
49+38-35=,52
35-49+41=,27
49+45-42=,52
39+41+40=,120
34-49-44=,-59
(36-35)+42=,43
(37-49)+42=,30
47-45-37=,-35
47-34-49=,-36
37+49+43=,129
45+(49-42)=,52
47+(46-36)=,57
34-39+46=,41
46+(48-36)=,58
42+(39-34)=,47
45-(40+34)=,-29
38+38-44=,32
(34+42)-46=,30
(43-44)+43=,42
(46-37)+46=,55
48+47-37=,58
45-39-49=,-43
40-41+44=,43
43+47+48=,138
40+37+40=,117
40-48-46=,-54
42+41+40=,123
37-37-42=,-42
38-38-49=,-49
47-48-49=,-50
39+(34-47)=,26
34+(38-34)=,38
42-(36+46)=,-40
39+(40-43)=,36
(38+42)-40=,40
34-39-37=,-42
35-45-49=,-59
49-34+49=,64
(40-37)+47=,50
35+(36-41)=,30
41-37-43=,-39
47-(34+36)=,-23
49+46+43=,138
45-(37+41)=,-33
39-42+34=,31
34-(34+41)=,-41
43+41+38=,122
(41+41)-35=,47
48+(41-44)=,45
48-36-48=,-36
38-36-41=,-39
(36+49)-38=,47
47-(41+35)=,-29
34-39+47=,42
39-46-49=,-56
41-43+48=,46
40-(44+45)=,-49
45-43+44=,46
(40-38)+41=,43
46-36+47=,57
49-(49+44)=,-44
(49+45)-40=,54
45+35-41=,39
(48-43)+48=,53
46+39-34=,51
41+(48-34)=,55
42+(36-39)=,39
43+(48-43)=,48
49-35-48=,-34
40+35-45=,30
35-49-40=,-54
(37+44)-39=,42
(40-37)+42=,45
42-(48+38)=,-44
42-43+47=,46
45-46-39=,-40
36-39-45=,-48
46+44+36=,126
48+(46-35)=,59
35+46+46=,127
34+(38-35)=,37
46+48+35=,129
38-36-44=,-42
(46+49)-43=,52
34+(39-39)=,34
49+(45-45)=,49
(39-47)+41=,33
(42-42)+38=,38
(43+38)-48=,33
(36-40)+48=,44
38+48-47=,39
34-40+37=,31
48+45-34=,59
36-41+44=,39
47-40-40=,-33
(39+40)-44=,35
43+(47-35)=,55
(35+49)-47=,37
49-36+44=,57
35-34-39=,-38
39-41+44=,42
(47-38)+40=,49
41+(36-42)=,35
38+34-44=,28
42-48-36=,-42
(47-38)+49=,58
38-(48+46)=,-56
49-35-43=,-29
40-38+45=,47
43-(43+34)=,-34
44-(42+45)=,-43
34-36-41=,-43
(45+44)-43=,46
36-38-48=,-50
35-(47+43)=,-55
38+38-35=,41
47-41+37=,43
44-(48+46)=,-50
36+39-36=,39
43-(35+38)=,-30
45+(38-49)=,34
47+47+45=,139
40+(45-36)=,49
45-(47+42)=,-44
(42-48)+35=,29
42+(37-42)=,37
(37+48)-44=,41
41+41+36=,118
45+39-38=,46
34+46+44=,124
(41-47)+47=,41
39+40+48=,127
36+42-48=,30
38-(36+40)=,-38
(42+47)-42=,47
49+44-43=,50
44+39-49=,34
43-(44+43)=,-44
49+45+39=,133
38+(39-34)=,43
47+(37-39)=,45
(35+40)-37=,38
47-(39+46)=,-38
46-41+44=,49
35-(49+46)=,-60
(37-49)+39=,27
43-49+36=,30
38+(48-38)=,48
45-42-34=,-31
43+(40-40)=,43
45+46-35=,56
35-(36+44)=,-45
49-36+35=,48
43+(42-37)=,48
(42-44)+47=,45
(41-40)+36=,37
(36-47)+42=,31
47+(45-39)=,53
40-(49+42)=,-51
35+46-34=,47
(36+39)-36=,39
35-42-42=,-49
37-49+48=,36
(40-43)+40=,37
43+49+42=,134
41+35-41=,35
48+(47-49)=,46
44-36-49=,-41
(49-37)+46=,58
39-41-38=,-40
43-(43+44)=,-44
35-40+39=,34
44+40-49=,35
49+35+42=,126
(34-38)+34=,30
45-41-48=,-44
39+44-43=,40
44-43+43=,44
(44+37)-40=,41
34-44-39=,-49
35-45-43=,-53
49-37-40=,-28
37-45+48=,40
44-44+37=,37
(42+36)-49=,29
41+(40-37)=,44
44+40+35=,119
40+43+43=,126
46-(38+45)=,-37
34-39-47=,-52
46-42-42=,-38
43-49+40=,34
40+(42-38)=,44
(38+34)-40=,32
40-(43+38)=,-41
49-(37+39)=,-27
34+(46-38)=,42
47-38+42=,51
(46+44)-49=,41
43+40+37=,120
(34-40)+43=,37
48-(49+49)=,-50
47-(37+45)=,-35
(35+38)-38=,35
44+47+34=,125
34-(49+48)=,-63
35-34+41=,42
47+(38-43)=,42
(37-48)+45=,34
38+(44-41)=,41
34-42+46=,38
42+46+42=,130
45-41-46=,-42
39-(37+45)=,-43
49-(35+34)=,-20
46+40-37=,49
(36+37)-48=,25
36-39-41=,-44
(34-44)+42=,32
37+44+39=,120
(46-47)+40=,39
37+40+39=,116
34+39+46=,119
41-42+41=,40
49+(41-34)=,56
36-(37+34)=,-35
(40-41)+49=,48
(48-47)+40=,41
41-(39+41)=,-39
47-49-42=,-44
36-44-47=,-55
42+45+40=,127
39-48+43=,34
44-(34+49)=,-39
43-(41+35)=,-33
(48-34)+46=,60
40+(42-41)=,41
49-(43+34)=,-28
47-45+42=,44
35+48+34=,117
45-36+44=,53
49+45+42=,136
46-(41+44)=,-39
48+41-46=,43
38+45-47=,36
41+39+48=,128
48-49+36=,35
48-(48+37)=,-37
37+(43-43)=,37
44-43-38=,-37
(49-45)+39=,43
35+(44-40)=,39
49-49+35=,35
43+37+35=,115
40+(40-39)=,41
37+40+34=,111
46+44+38=,128
39-(44+41)=,-46
(39-45)+46=,40
49+45-35=,59
40-39-39=,-38
39-38+42=,43
35+44-48=,31
34-(49+49)=,-64
45+36-43=,38
42-(37+36)=,-31
(46-39)+37=,44
48-37-34=,-23
40-42+47=,45
44+41+49=,134
46+(49-44)=,51
(40-42)+43=,41
(47+47)-35=,59
49-(34+35)=,-20
49+42-42=,49
42-(40+47)=,-45
36+37-47=,26
44+36-35=,45
46-(42+48)=,-44
45-(49+47)=,-51
42+48-47=,43
37-37+41=,41
35-43+47=,39
41-46-42=,-47
37+41-48=,30
36+38+41=,115
42+45+39=,126
47-(41+45)=,-39
45+49+36=,130
37-35+43=,45
34+48+34=,116
(38+39)-36=,41
44-38-40=,-34
41-(41+42)=,-42
41+37-45=,33
47-(46+34)=,-33
42+34-49=,27
41-47-42=,-48
40-(47+41)=,-48
47-45-40=,-38
(45+34)-39=,40
(49-45)+43=,47
46-(46+36)=,-36
34+34+36=,104
36+42-38=,40
37-(44+40)=,-47
37-(49+47)=,-59
35+46-38=,43
(34-45)+36=,25
49+(38-35)=,52
41-38+39=,42
46+41+45=,132
(45-48)+46=,43
46+35+40=,121
37-41-39=,-43
38+(35-40)=,33
43-(35+40)=,-32
(40+34)-47=,27
38-38-34=,-34
48-36+41=,53
49+45+37=,131
39+48-48=,39
49-(42+39)=,-32
(49+40)-49=,40
42+47-37=,52
(45-41)+41=,45
(38+43)-36=,45
(48+47)-38=,57
40+38-49=,29
43+43+39=,125
38-(46+48)=,-56
(41-40)+38=,39
41+48+46=,135
(47-35)+38=,50
(34-48)+45=,31
(34+47)-38=,43
37+(34-47)=,24
36+(38-41)=,33
35-(36+38)=,-39
36+34+49=,119
39-38-41=,-40
35+(38-48)=,25
(47-46)+41=,42
40+39+35=,114
47-48-38=,-39
(36-49)+42=,29
47-36-44=,-33
(44+42)-40=,46
46-36+34=,44
(46+44)-35=,55
49-43-37=,-31
39-37-44=,-42
(40+45)-42=,43
36+(40-46)=,30
36-43+49=,42
49-(41+41)=,-33
46-(41+43)=,-38
43+49-44=,48
47+41-34=,54
34+44+43=,121
42-(43+43)=,-44
44-(38+43)=,-37
36-35+49=,50
41-40-47=,-46
(39-39)+35=,35
(42+39)-47=,34
49-38-47=,-36
35+45+47=,127
41+38-47=,32
43-43+41=,41
38+(45-37)=,46
45+(47-46)=,46
37-(35+46)=,-44
(42-39)+36=,39
34-45+36=,25
42+35-43=,34
34+(41-45)=,30
35+41-47=,29
(45+46)-45=,46
40-40-48=,-48
42+49+34=,125
36+46-45=,37
40+40+35=,115
39+48+41=,128
47+46-44=,49
45+37-46=,36
43-44-37=,-38
36-43-35=,-42
41-34-45=,-38
46+43+37=,126
44-38+38=,44
44-37-38=,-31
45-43-46=,-44
47+(35-47)=,35
(47-37)+44=,54
(43-49)+37=,31
43-43-49=,-49
37+46+45=,128
(35-35)+41=,41
41-40+46=,47
36-(39+41)=,-44
(38+35)-47=,26
39+44+49=,132
(47+46)-49=,44
(35+34)-37=,32
37+39-36=,40
48+49+42=,139
45-(39+48)=,-42
43+35-37=,41
(46+47)-46=,47
(36-39)+39=,36
45+41+45=,131
38-46-47=,-55
(42+38)-48=,32
41-(45+34)=,-38
45+49-43=,51
42-(39+41)=,-38
34-40+46=,40
39+49-44=,44
(41+47)-40=,48
49-(34+42)=,-27
(48-36)+44=,56
45+(36-49)=,32
44+(39-39)=,44
(47-40)+44=,51
42+(42-46)=,38
43-42+34=,35
36+(44-45)=,35
46+(38-44)=,40
35+42+49=,126
37+40+42=,119
41+41-34=,48
