src,tgt
24+12+24=,60
12+14+22=,48
20+24-25=,19
22-(20+19)=,-17
24-23-18=,-17
15+23+25=,63
15-25-22=,-32
21-(19+20)=,-18
(16+19)-16=,19
23+20+11=,54
(15+13)-25=,3
(18-25)+22=,15
13+(13-13)=,13
21-20+20=,21
(18-21)+24=,21
18+18-14=,22
22-12+13=,23
21-(22+18)=,-19
24+(24-17)=,31
13+(15-15)=,13
(16+19)-10=,25
(21-21)+17=,17
22+13-25=,10
(11+18)-12=,17
(15-24)+13=,4
(16-12)+20=,24
10-17+14=,7
(19+18)-25=,12
22-21-13=,-12
16-(15+22)=,-21
22+24-22=,24
21+24+17=,62
24-(15+19)=,-10
25+(16-21)=,20
22+25+25=,72
(16-20)+14=,10
21+16+24=,61
10-15+15=,10
20-17-16=,-13
21-(13+24)=,-16
17-(16+18)=,-17
10-20-25=,-35
(19+14)-11=,22
20-(10+11)=,-1
(16-19)+23=,20
16-15-14=,-13
(14-20)+11=,5
12-20-10=,-18
(24+20)-10=,34
15+(18-10)=,23
13+18+23=,54
24+(25-23)=,26
14-(25+22)=,-33
(19+24)-23=,20
10+16-21=,5
24+20+21=,65
11-(22+18)=,-29
(17+20)-14=,23
14-(22+17)=,-25
22+19+21=,62
10-11+21=,20
12-(20+25)=,-33
24+25-25=,24
(23-24)+25=,24
18+(15-23)=,10
(16+25)-24=,17
(19+10)-20=,9
23+(12-17)=,18
19+24+15=,58
(10-19)+23=,14
17-22+19=,14
11+17+13=,41
23+15+21=,59
13-10-15=,-12
14-10-12=,-8
14+15+11=,40
11+(10-11)=,10
20-18-18=,-16
23-25+20=,18
16+17+15=,48
16-(12+23)=,-19
(20+18)-14=,24
12+(11-25)=,-2
22-(10+12)=,0
14-(11+22)=,-19
(10+16)-19=,7
13-12+21=,22
20+(15-14)=,21
12-(18+11)=,-17
10-(15+10)=,-15
(11+19)-11=,19
16+(12-10)=,18
13+14-12=,15
(24-24)+10=,10
12+19+18=,49
24-14-10=,0
25+20+22=,67
20-(22+15)=,-17
10+(11-18)=,3
21-13-20=,-12
12-23-14=,-25
25-14+16=,27
(11-18)+12=,5
24-12+24=,36
22-12-16=,-6
(12+14)-22=,4
25+(11-15)=,21
(20+13)-12=,21
(17+12)-12=,17
(17+19)-24=,12
23-11+11=,23
23-20-22=,-19
18-16-14=,-12
17+22+25=,64
25-17-23=,-15
19-12-11=,-4
15+(24-22)=,17
15-12-17=,-14
(12-23)+21=,10
10+22+10=,42
14-10-24=,-20
11+(19-20)=,10
23-(18+10)=,-5
(23-21)+19=,21
25+10-22=,13
21+17+13=,51
23-(21+18)=,-16
(18-23)+21=,16
16+22+20=,58
18-21-17=,-20
24+13+23=,60
25+20+25=,70
(18-20)+11=,9
20+14+15=,49
10+12-18=,4
17+10+21=,48
20-(11+12)=,-3
(12-25)+16=,3
16-20-20=,-24
16-(12+15)=,-11
24-19+13=,18
24-22-13=,-11
19-(16+20)=,-17
(20+15)-20=,15
22-17-25=,-20
24-(19+20)=,-15
(11+16)-25=,2
18-12+18=,24
14-19-13=,-18
21-(10+17)=,-6
16+25+15=,56
11-24+20=,7
(25+13)-23=,15
17-(23+15)=,-21
17-(12+18)=,-13
(16-19)+12=,9
25-24+25=,26
24-13+15=,26
16-23-20=,-27
23+(13-17)=,19
17-25+14=,6
16-(10+11)=,-5
22-(17+22)=,-17
22-(16+15)=,-9
21-10+18=,29
12-12+10=,10
16-15+16=,17
21+20+11=,52
21+11-13=,19
11+(14-12)=,13
(13+10)-18=,5
22+19-11=,30
24-(11+11)=,2
10-(14+23)=,-27
(15+22)-25=,12
18+16+19=,53
22-(18+25)=,-21
15+23-22=,16
(18-10)+21=,29
10-(13+19)=,-22
23-12+18=,29
16-24+15=,7
21+23+25=,69
14-21-11=,-18
16-24+18=,10
12+21+18=,51
17-(15+21)=,-19
19-22-23=,-26
11-(25+17)=,-31
25+10-16=,19
(25-19)+25=,31
17+13-10=,20
(21+25)-16=,30
16-16-10=,-10
18+(24-22)=,20
(11-21)+18=,8
20+(21-24)=,17
16+12+17=,45
(20+22)-16=,26
17+21+24=,62
21-18+18=,21
13+23-24=,12
15+19-18=,16
17+24-12=,29
(17-13)+12=,16
20-23-18=,-21
23+(25-25)=,23
23+(10-19)=,14
22+(23-11)=,34
20-17-12=,-9
20-(14+23)=,-17
24+(15-11)=,28
12+14-16=,10
12-17-25=,-30
12+22+16=,50
(12-21)+11=,2
(14+10)-18=,6
(22+13)-14=,21
22+(21-11)=,32
20-14+22=,28
23+20+16=,59
(18+18)-12=,24
(10+14)-24=,0
(10+12)-12=,10
(14-18)+14=,10
(23-24)+23=,22
13+12-21=,4
12+22-15=,19
12+(11-15)=,8
(18+14)-23=,9
11-(11+15)=,-15
24-11-10=,3
13+18+19=,50
13-10+10=,13
19-18+23=,24
12-(15+14)=,-17
(10+18)-10=,18
25-(12+14)=,-1
16-20-19=,-23
21+23-25=,19
16-13-13=,-10
(11+13)-16=,8
(24-22)+22=,24
15-11-14=,-10
13-15-10=,-12
15-15-22=,-22
(20+11)-23=,8
15+(16-20)=,11
(19+20)-15=,24
(21+11)-17=,15
11+16-15=,12
10-21+21=,10
22+17+17=,56
17-(22+15)=,-20
24-(17+17)=,-10
(19-15)+13=,17
18-(11+17)=,-10
(10+17)-13=,14
11+(12-24)=,-1
(21-13)+24=,32
(13+22)-17=,18
18+25+15=,58
18+14+22=,54
10-(25+20)=,-35
25-(25+10)=,-10
(23+24)-16=,31
12-(22+24)=,-34
10-22-11=,-23
(18-18)+15=,15
22-25+15=,12
18-18+21=,21
17-(15+10)=,-8
19+19-17=,21
(16-24)+16=,8
(13+15)-24=,4
(11+21)-14=,18
13-24-22=,-33
25-21+23=,27
16+12+13=,41
23+24+20=,67
12-17+14=,9
(19-16)+10=,13
17+25+13=,55
(12-22)+11=,1
23+11+19=,53
16+(24-15)=,25
21-13-15=,-7
(22+21)-24=,19
15+14-20=,9
(20+12)-14=,18
10-11+20=,19
(15+21)-15=,21
11+(16-13)=,14
19-22-15=,-18
18+(23-11)=,30
19+17+21=,57
12-17+24=,19
(20-15)+17=,22
14+25+22=,61
23-10+21=,34
15+(24-16)=,23
(18-16)+10=,12
16-(24+24)=,-32
11+14-24=,1
24+15-17=,22
(18-16)+22=,24
14+18-20=,12
24-19-23=,-18
(23+17)-21=,19
17+(20-21)=,16
17-15+22=,24
(19-21)+12=,10
(19+24)-22=,21
11-20-11=,-20
24-11+13=,26
24+19-13=,30
(15+21)-17=,19
24+14-10=,28
21-22-22=,-23
22+(17-11)=,28
12-22+14=,4
12+18-22=,8
22-(16+13)=,-7
13+18-16=,15
(21-19)+16=,18
12-17-16=,-21
(12-25)+12=,-1
10+(16-14)=,12
24-17-22=,-15
21-19-12=,-10
10-24+10=,-4
24-16+20=,28
22+20-23=,19
10+25+24=,59
(12+12)-10=,14
17-(23+24)=,-30
(14+12)-21=,5
14+12+22=,48
(15+21)-12=,24
(16-11)+12=,17
12-24+25=,13
(12+23)-16=,19
20+(20-21)=,19
11-14-11=,-14
20+15+11=,46
21-(12+19)=,-10
(22+23)-12=,33
(19-15)+22=,26
18+(16-10)=,24
13-(20+11)=,-18
18+16-14=,20
(10+12)-13=,9
15-11-19=,-15
16-23-15=,-22
17-23+19=,13
16+23+14=,53
13-(23+16)=,-26
(10-10)+23=,23
10-(16+11)=,-17
(15+11)-12=,14
23-13+15=,25
(14-21)+25=,18
24-13-20=,-9
18+(25-18)=,25
21+12-25=,8
17+25-24=,18
(21-17)+18=,22
(11+14)-24=,1
20+18-19=,19
15-19+15=,11
(19-14)+14=,19
19+(22-19)=,22
19+21+22=,62
18+(24-15)=,27
21+25-23=,23
19-(25+24)=,-30
18-16+15=,17
20-23+19=,16
25+18-15=,28
24+18+13=,55
(14+11)-16=,9
16-23+14=,7
11-(17+13)=,-19
(17+11)-15=,13
22-14-12=,-4
12+(23-17)=,18
(12+13)-15=,10
(13+25)-13=,25
13-14-20=,-21
25+25-14=,36
15-(13+13)=,-11
17-(13+19)=,-15
14-16+12=,10
17-15+11=,13
(15-24)+17=,8
15-14-19=,-18
(19-17)+14=,16
19-19-10=,-10
(18-12)+11=,17
(13-16)+18=,15
23-(17+15)=,-9
(10-15)+25=,20
23+13+18=,54
14-(11+23)=,-20
17-13+14=,18
(15+17)-20=,12
11-22-18=,-29
21-11+23=,33
21-24+16=,13
(14-22)+11=,3
(20-24)+10=,6
12+20+22=,54
20+17-25=,12
21+19-20=,20
21+(19-21)=,19
13-15+10=,8
13+(19-20)=,12
13-(25+13)=,-25
17+(15-14)=,18
13-15+16=,14
19+11-25=,5
10+25-15=,20
(12+16)-13=,15
22-18+16=,20
15-21-14=,-20
(11-24)+10=,-3
12-12-17=,-17
(24+19)-22=,21
19+(16-24)=,11
(15-22)+15=,8
24-22+21=,23
10-18-16=,-24
(24-18)+12=,18
10+18-23=,5
23+23-17=,29
(18+21)-12=,27
23-(19+21)=,-17
13+13-21=,5
17-13-22=,-18
(20-24)+21=,17
20+16+10=,46
11-23-10=,-22
14-(10+22)=,-18
19+11+17=,47
24+20-20=,24
13-25+21=,9
23-23+12=,12
(14-23)+17=,8
21+23-14=,30
22+18-12=,28
22+(23-20)=,25
15-25-11=,-21
17+18-22=,13
23+25-25=,23
21+23-13=,31
14+21-10=,25
22-19+19=,22
19-17+23=,25
18+23-18=,23
(12-24)+12=,0
22+(20-20)=,22
15-23+23=,15
11-(22+21)=,-32
(15-15)+15=,15
(20+11)-15=,16
14+(12-14)=,12
18-22-20=,-24
16+12+25=,53
15+(22-10)=,27
(14-17)+24=,21
10-14+11=,7
18+25+25=,68
12+16+25=,53
(14+12)-17=,9
22+13+25=,60
23+20+25=,68
14-21-20=,-27
16-13-15=,-12
11+22-18=,15
25+12-17=,20
11+18+17=,46
21+19+19=,59
17-14+18=,21
11+23+25=,59
(23-18)+25=,30
(17-12)+24=,29
14-18+14=,10
16+(23-12)=,27
15-17-24=,-26
25-23+23=,25
15-22-15=,-22
25-(21+11)=,-7
14+(11-19)=,6
(18-19)+16=,15
11+13-11=,13
11+17+18=,46
25+12-14=,23
16+14+16=,46
21-(16+20)=,-15
11-14-25=,-28
16-(23+16)=,-23
23+18+12=,53
14+(14-15)=,13
25-14+20=,31
18+24-13=,29
(16+12)-24=,4
14+13-15=,12
20+18-10=,28
17+19+24=,60
17+19-25=,11
(19+13)-16=,16
19+(15-11)=,23
22-(18+13)=,-9
(13-19)+13=,7
11+(11-13)=,9
16-10+10=,16
13+(10-11)=,12
23+25-17=,31
(19+21)-13=,27
10+(12-24)=,-2
10-(23+14)=,-27
12+15+17=,44
21-(21+13)=,-13
23-24-21=,-22
18+16+14=,48
10-22+19=,7
(17-16)+10=,11
24+13+19=,56
12+(24-25)=,11
15+(12-14)=,13
21-(13+22)=,-14
17+19-11=,25
23+11-13=,21
24-20+24=,28
11+(24-12)=,23
17+14+24=,55
(22+20)-17=,25
24+(13-23)=,14
16-(16+16)=,-16
13-(13+23)=,-23
17+13-20=,10
15-(24+21)=,-30
11-24-14=,-27
19+(17-16)=,20
23-20+14=,17
21+(24-11)=,34
14-19+15=,10
12-22+17=,7
(17-17)+15=,15
(15-20)+10=,5
10+17-19=,8
23-(20+13)=,-10
11-(14+11)=,-14
20-(17+14)=,-11
(22-21)+14=,15
25+18-21=,22
14+(10-15)=,9
18+18-22=,14
22+21+25=,68
25+10-11=,24
23+(24-20)=,27
24+17+20=,61
15+22-15=,22
22+23+15=,60
17-(23+22)=,-28
15+16+20=,51
(10+22)-25=,7
11+12-11=,12
25+(19-20)=,24
(10+11)-22=,-1
12-(25+21)=,-34
15+(17-16)=,16
17-(11+21)=,-15
(22-17)+14=,19
11+15+18=,44
24-(13+15)=,-4
21+19+12=,52
12+13+12=,37
23-22+13=,14
13-(23+10)=,-20
(21-10)+25=,36
24-(20+10)=,-6
15+17-14=,18
(14-12)+14=,16
(17+21)-10=,28
25+11-20=,16
13+22-18=,17
13+(13-19)=,7
24-11+14=,27
19-16-12=,-9
22-15-24=,-17
14+(16-23)=,7
14+19-15=,18
17-(18+20)=,-21
17-18-10=,-11
14-17-16=,-19
13+(22-16)=,19
(14+12)-22=,4
(25+11)-24=,12
15+(18-16)=,17
24-(16+11)=,-3
25+19+20=,64
14+12-16=,10
23+23-25=,21
15+12+14=,41
23+16+10=,49
18+19-20=,17
(17-10)+16=,23
(11-11)+22=,22
14+13-17=,10
23+14+20=,57
16+10-13=,13
(10-16)+22=,16
25+24-12=,37
12+21+24=,57
(23-14)+19=,28
14-14-23=,-23
(10-21)+17=,6
20+16-24=,12
(20-23)+17=,14
16+(15-23)=,8
(18+14)-12=,20
15-14-20=,-19
21-18+14=,17
(13+12)-19=,6
(21+23)-11=,33
(19-17)+13=,15
14-13-23=,-22
21-(11+13)=,-3
11+21+10=,42
(18-15)+24=,27
25-(10+15)=,0
19+23+10=,52
24+16-10=,30
21-20-20=,-19
22+(25-23)=,24
25+(18-23)=,20
(10-21)+10=,-1
11+(22-19)=,14
(22+19)-22=,19
20-(15+13)=,-8
23-19+22=,26
(16+18)-21=,13
22+21-20=,23
10+(24-17)=,17
12+(11-21)=,2
24+10-18=,16
21+(16-20)=,17
11+17+14=,42
23+(13-20)=,16
15+18+25=,58
16+13+13=,42
12+11-16=,7
14+10+24=,48
21-19+15=,17
14+15+18=,47
14+22+11=,47
(13+15)-12=,16
(25+13)-11=,27
18-16+12=,14
(20-12)+21=,29
10+(24-10)=,24
20-11-12=,-3
13-(18+19)=,-24
(22+13)-13=,22
14+16-16=,14
(16-11)+20=,25
(19+21)-14=,26
11+(20-15)=,16
23+12-16=,19
23-14+16=,25
16+17+24=,57
13-17-20=,-24
12-18+22=,16
23-22+21=,22
10-15-19=,-24
15+20-12=,23
(15+24)-13=,26
25+23+14=,62
18+16+24=,58
11-(18+10)=,-17
18-12-20=,-14
18+21+17=,56
23-13-22=,-12
22-15+19=,26
24+10-16=,18
19+19-24=,14
23+(25-12)=,36
(18+19)-15=,22
(13-10)+13=,16
(22-18)+12=,16
(18+19)-21=,16
(25-16)+20=,29
18+(16-16)=,18
23-12-11=,0
18-18-16=,-16
17+(25-15)=,27
20+22-11=,31
14+25+20=,59
(12+20)-18=,14
23-(24+12)=,-13
10+10+13=,33
(16-18)+25=,23
23+15+15=,53
13+(15-17)=,11
14+21-18=,17
12+22-25=,9
(13-21)+16=,8
10-18-20=,-28
13-(15+16)=,-18
11-(15+17)=,-21
17+(24-19)=,22
15-(22+20)=,-27
24-21-14=,-11
11-11-20=,-20
25-(17+14)=,-6
15-(23+18)=,-26
17+15+20=,52
23-(23+21)=,-21
(16-15)+25=,26
(14-19)+11=,6
10+16+15=,41
20-17-14=,-11
20+13-18=,15
10+24+25=,59
17-12+17=,22
25+(20-22)=,23
22+18+21=,61
23+12+25=,60
15+15+13=,43
14-11-21=,-18
25-17-19=,-11
20+14-20=,14
14-(16+20)=,-22
(13+21)-15=,19
19-21-14=,-16
(14+19)-25=,8
(12+23)-14=,21
13-16-20=,-23
21+13+21=,55
12-(19+25)=,-32
15+21-18=,18
20+12+24=,56
(13+16)-11=,18
(12+16)-19=,9
13-17+14=,10
(10+21)-13=,18
18-18+24=,24
11+11+19=,41
11-(14+22)=,-25
25-21-20=,-16
20+17-21=,16
18-11-16=,-9
18+11+25=,54
20+(16-21)=,15
25+24-22=,27
(22+21)-10=,33
20-23+20=,17
21-14-17=,-10
(25-15)+25=,35
20+(11-10)=,21
11+25-22=,14
13+12-10=,15
23-(20+14)=,-11
22-11-17=,-6
21-(22+10)=,-11
24+17+19=,60
25-(17+22)=,-14
11-13-22=,-24
14-24+23=,13
16-14-14=,-12
11+18-21=,8
19+(14-14)=,19
20-(21+20)=,-21
18+18+22=,58
23-22-23=,-22
(13-21)+18=,10
18-14+11=,15
22-(24+13)=,-15
19+21+18=,58
18+(17-14)=,21
(13+11)-12=,12
12+11+25=,48
23+(14-23)=,14
(10+23)-17=,16
18+20-19=,19
22+15+22=,59
13+(13-21)=,5
21+11-14=,18
24-18-19=,-13
(10-18)+18=,10
17-25+21=,13
16+22+14=,52
17+19+18=,54
23-(14+19)=,-10
24-12-12=,0
(18+10)-13=,15
24+(22-14)=,32
24+18+17=,59
23+(14-20)=,17
15+14-18=,11
(25-12)+16=,29
23-21+16=,18
14+11-12=,13
25-18+11=,18
20+20+14=,54
22-(23+15)=,-16
(19-21)+15=,13
(18-25)+13=,6
16+(14-14)=,16
17+(17-18)=,16
13+15-14=,14
25+10-19=,16
(10-24)+13=,-1
(23+17)-20=,20
17-(22+25)=,-30
12+(25-12)=,25
13-(16+17)=,-20
(12-13)+19=,18
24+(16-16)=,24
14-(14+19)=,-19
23-(24+10)=,-11
(10+19)-19=,10
25+20+18=,63
(23+10)-13=,20
14-(24+12)=,-22
(13+10)-21=,2
(15-22)+18=,11
(21-19)+25=,27
17+(15-12)=,20
24-(12+12)=,0
14-(16+11)=,-13
(14+18)-20=,12
12+14-24=,2
23+(15-25)=,13
16+12-22=,6
(20+24)-15=,29
19+16-17=,18
(19-23)+20=,16
13+20-11=,22
16-17+12=,11
(14+25)-25=,14
15-(13+12)=,-10
10-17+23=,16
19-10+15=,24
(23+10)-14=,19
20+14+16=,50
11+11+12=,34
13+15+12=,40
17-17-22=,-22
25+19+16=,60
23-(15+20)=,-12
(22-12)+19=,29
(15-11)+19=,23
(11+21)-24=,8
(17-12)+10=,15
(22-23)+21=,20
25+18+16=,59
18+19-11=,26
16+15+22=,53
22+15+11=,48
18-(22+19)=,-23
(13+17)-20=,10
25+(22-11)=,36
19+24-20=,23
22+15-21=,16
16-23+20=,13
22-(15+18)=,-11
15-11-12=,-8
(14-14)+10=,10
(23-18)+21=,26
19+12-21=,10
24-18-17=,-11
17-22+18=,13
15-17-15=,-17
15+(22-13)=,24
25+(14-12)=,27
14-21-12=,-19
(18+18)-25=,11
21-(18+23)=,-20
18+(20-18)=,20
21+25+18=,64
22+10-22=,10
16+25+25=,66
15+21+14=,50
(10-20)+19=,9
(13+14)-14=,13
(22-16)+14=,20
21+17-14=,24
(12+15)-14=,13
21-14+19=,26
(17-24)+21=,14
13+13+17=,43
(15+25)-20=,20
(14+22)-14=,22
10-22-21=,-33
17-16-16=,-15
16-22+20=,14
10+(13-22)=,1
24-11+20=,33
12+23-19=,16
15+25-18=,22
18-(21+21)=,-24
(13+17)-15=,15
20+12-12=,20
20+(10-13)=,17
16-20+11=,7
(21-20)+11=,12
(14+20)-22=,12
17+18-16=,19
22+10+19=,51
17-12+10=,15
(17+22)-23=,16
(23+22)-11=,34
(23-20)+21=,24
23+(16-22)=,17
12+(11-16)=,7
22+15-20=,17
(21+23)-13=,31
19+18+16=,53
25-21+24=,28
22+(21-21)=,22
24+24-17=,31
21+24+15=,60
24+24-20=,28
20-19+10=,11
25+17-21=,21
19+13+13=,45
14+15+14=,43
(23-24)+12=,11
11+13+23=,47
25+11+23=,59
(10+25)-12=,23
14+10-10=,14
21-23-25=,-27
20+20-21=,19
22-22+16=,16
11+14-20=,5
(23-15)+10=,18
24+12+25=,61
25+21-14=,32
(25-13)+17=,29
14-22-22=,-30
(25-20)+25=,30
15-12-19=,-16
20+(17-15)=,22
16+(19-18)=,17
17-10+25=,32
16-(15+25)=,-24
19+22+18=,59
13+(19-18)=,14
18+16-11=,23
21-(15+16)=,-10
16+10+17=,43
(11+19)-21=,9
(14+18)-15=,17
(16+20)-23=,13
(15-24)+18=,9
24-22+16=,18
20-11+12=,21
23-(18+13)=,-8
(18-11)+17=,24
22+11-13=,20
18+(16-13)=,21
19+25+12=,56
13+18-10=,21
15-25-24=,-34
12-24+20=,8
18+22-23=,17
25+24+24=,73
(15+22)-14=,23
23-(17+25)=,-19
10-25+23=,8
11-(18+15)=,-22
22-(14+25)=,-17
(16+24)-20=,20
16+(25-21)=,20
(17-11)+25=,31
25+(22-14)=,33
(21+15)-10=,26
10+(12-15)=,7
18+22+10=,50
(16+22)-20=,18
12-12+11=,11
12+16-23=,5
11+(20-14)=,17
11-(20+23)=,-32
11-24+19=,6
21+(18-13)=,26
16+(19-12)=,23
18-14-15=,-11
(18-22)+25=,21
17+(19-15)=,21
(14-17)+12=,9
(11+16)-22=,5
12+(15-20)=,7
25+14+21=,60
17+(16-19)=,14
(14+23)-25=,12
15-(24+18)=,-27
(15-13)+11=,13
20+25-12=,33
17-(14+25)=,-22
20+24-18=,26
10+17-18=,9
24+12+19=,55
25-(18+21)=,-14
(13-19)+24=,18
15+(21-21)=,15
14+20-16=,18
16-17+21=,20
(18+10)-21=,7
17-(18+23)=,-24
18+19-17=,20
(14-23)+25=,16
(16-18)+13=,11
24-(23+11)=,-10
20-(23+18)=,-21
13+(15-20)=,8
19-11+22=,30
19+25+25=,69
14+18+18=,50
16+23-21=,18
11+22-20=,13
24+16-23=,17
20-22-10=,-12
(25+25)-20=,30
14+22-12=,24
17-(18+14)=,-15
20+21+20=,61
19+16+17=,52
20-19-20=,-19
23-24+22=,21
16+17+13=,46
10-14+13=,9
19-17+19=,21
25+20-12=,33
(10-15)+21=,16
23-(21+10)=,-8
(15-23)+24=,16
15+13-13=,15
13+10-11=,12
21+16+20=,57
10+(22-23)=,9
23+(12-15)=,20
21-11-14=,-4
(16-16)+17=,17
(10+10)-11=,9
14+20+22=,56
15+20-15=,20
20-20+21=,21
14+14-17=,11
17-(12+25)=,-20
14+16-10=,20
17+15+21=,53
24-(11+17)=,-4
22-(14+15)=,-7
20+16-10=,26
18-23-22=,-27
25+12+19=,56
(22+17)-25=,14
(15-22)+20=,13
(14-12)+15=,17
17-12-16=,-11
(16+17)-18=,15
23-(23+15)=,-15
20+12+21=,53
20+16-22=,14
21+(23-19)=,25
20-(14+15)=,-9
20+15-22=,13
16-(11+21)=,-16
13+(22-21)=,14
25+18-16=,27
(14-13)+20=,21
23+11-17=,17
23+18+23=,64
(22-20)+19=,21
19-20+24=,23
25+17+25=,67
(25-13)+23=,35
(23+12)-23=,12
11+(15-18)=,8
16+11+22=,49
(12-22)+14=,4
22-10-14=,-2
(24+25)-18=,31
21+(19-23)=,17
19-17+20=,22
20+(23-12)=,31
10-10+23=,23
24+18+24=,66
(11-23)+14=,2
12+18+14=,44
11+10-10=,11
15-(11+18)=,-14
(11-18)+23=,16
23+17+12=,52
20+15+14=,49
14-20-15=,-21
20+(13-10)=,23
20-18-19=,-17
(20-19)+23=,24
16+23+17=,56
21-22-11=,-12
22+11-15=,18
(20-19)+16=,17
(14-23)+15=,6
(18+11)-25=,4
22-10-21=,-9
15-(25+20)=,-30
(19+11)-18=,12
18+(14-23)=,9
15-12+13=,16
25-12-20=,-7
(22-22)+24=,24
11-12-25=,-26
24-16-15=,-7
11-15-13=,-17
15+(19-18)=,16
13-(20+13)=,-20
12+10-13=,9
12+19+21=,52
(22-17)+17=,22
23+14+19=,56
(25+17)-13=,29
(19+17)-14=,22
13+17-25=,5
17+(25-21)=,21
11+(13-16)=,8
22-(23+17)=,-18
11-(16+16)=,-21
13-(22+14)=,-23
18-22+16=,12
15+10-14=,11
16-(11+17)=,-12
18+20+13=,51
17+(13-20)=,10
20-17-11=,-8
(13-18)+20=,15
25+(23-16)=,32
19+14-21=,12
(24+10)-18=,16
10+10+14=,34
14-20-23=,-29
18-(25+15)=,-22
17-14-17=,-14
(17+17)-10=,24
10-12+16=,14
(15-13)+16=,18
19-19-16=,-16
(20+10)-19=,11
(10+10)-23=,-3
12+15+15=,42
25-16-18=,-9
24-18+22=,28
(23-13)+14=,24
(11-13)+21=,19
15+15+20=,50
15-22-19=,-26
(19+19)-25=,13
10+(13-21)=,2
16-23-19=,-26
17-(16+10)=,-9
12-22-21=,-31
24-24-14=,-14
25+(19-25)=,19
(12+19)-14=,17
11+(23-20)=,14
13-(11+23)=,-21
15-10+20=,25
(19-19)+23=,23
12-(17+23)=,-28
(19-23)+19=,15
21+(23-18)=,26
(11-17)+12=,6
(14+16)-23=,7
(23+12)-25=,10
(20+20)-23=,17
(23-10)+17=,30
24+22-19=,27
(15+20)-14=,21
22+12+19=,53
20+10+17=,47
12-(24+16)=,-28
(16+18)-22=,12
20-(18+24)=,-22
25-16-13=,-4
10-16-24=,-30
19-13+20=,26
18+(25-25)=,18
20-11+13=,22
23-(24+24)=,-25
(21-15)+13=,19
15-15+10=,10
24-(13+20)=,-9
19+11-16=,14
21+(25-24)=,22
18+14-25=,7
25-15-11=,-1
12+(10-15)=,7
14-(23+24)=,-33
25-14+17=,28
15+(15-19)=,11
23+(10-18)=,15
(18-17)+12=,13
13-23+19=,9
20+17+19=,56
25-19+20=,26
(16-20)+22=,18
15+15-17=,13
25-(15+16)=,-6
21+23-24=,20
13-19-11=,-17
25-(18+19)=,-12
19-21-11=,-13
19+(17-18)=,18
22+(25-14)=,33
17-21-16=,-20
(10+20)-17=,13
(24+21)-20=,25
(18-22)+22=,18
(18+10)-20=,8
14+(11-18)=,7
14+(20-12)=,22
10+14-15=,9
(25-20)+12=,17
15+13+23=,51
18+25+11=,54
(24-10)+25=,39
17+11+19=,47
20+12+17=,49
16-22+25=,19
20+10+23=,53
11+22+21=,54
(15+17)-13=,19
20-22+14=,12
10+18-25=,3
25-(15+24)=,-14
11-15+23=,19
(22-10)+23=,35
(25-10)+13=,28
13-25+22=,10
25-10+18=,33
11-21-23=,-33
24+(18-24)=,18
(17-23)+18=,12
20-(23+16)=,-19
17-16+12=,13
19-(10+23)=,-14
18-23-13=,-18
(13-13)+13=,13
(24-15)+16=,25
(25-13)+21=,33
20-17-10=,-7
(16+25)-25=,16
23+(23-10)=,36
17+23-18=,22
(14+10)-14=,10
16+(22-16)=,22
18-(16+16)=,-14
10-15+20=,15
10-17+21=,14
(15-11)+11=,15
13+13-11=,15
23+(20-11)=,32
(15+17)-15=,17
15-12+19=,22
25-19-24=,-18
24-15+10=,19
(15+17)-21=,11
20-19-19=,-18
(20+18)-10=,28
12-11+21=,22
(15+20)-10=,25
19+20-22=,17
(11+11)-22=,0
12+(19-10)=,21
22+22-15=,29
(16-20)+18=,14
25-(13+19)=,-7
(21-12)+17=,26
10-10+15=,15
20+(23-20)=,23
13+(20-17)=,16
19-23-20=,-24
17-17+18=,18
11+17+19=,47
14+24+20=,58
11-20+15=,6
13+21+20=,54
11+(14-22)=,3
25-20-21=,-16
20+11+25=,56
10-13+11=,8
(19+24)-20=,23
18-20+13=,11
(19+20)-10=,29
10+25-11=,24
(16+18)-13=,21
(17+17)-15=,19
24-16+24=,32
11+(11-11)=,11
14+11-17=,8
13+(25-16)=,22
11-16-20=,-25
18-19-18=,-19
22+(17-25)=,14
25-18+12=,19
13-16-14=,-17
10-17+15=,8
19+(23-18)=,24
23-(22+19)=,-18
20+19-24=,15
(16+12)-15=,13
16-(10+18)=,-12
11+19+18=,48
14-16+18=,16
10+(24-23)=,11
24-(14+14)=,-4
(13-23)+11=,1
19-24+15=,10
19-(15+10)=,-6
(11+15)-16=,10
10+14+25=,49
(12+15)-15=,12
(20+11)-24=,7
23-10+24=,37
10-(11+18)=,-19
12+(17-11)=,18
11+(12-13)=,10
(10+24)-21=,13
14-(21+21)=,-28
22+18+20=,60
12-11-17=,-16
(23-17)+15=,21
18+(20-24)=,14
14+25+15=,54
22+13+18=,53
10-(22+20)=,-32
(12-21)+20=,11
(11-18)+24=,17
(23-11)+18=,30
24+22+25=,71
25-18+21=,28
14-(11+16)=,-13
12-24-10=,-22
17-24+25=,18
14+(14-19)=,9
10+22+18=,50
10-(14+25)=,-29
24+19-11=,32
12-21-25=,-34
25+21+14=,60
11+18+18=,47
12-13-15=,-16
16-(22+15)=,-21
(24+15)-22=,17
19+21-25=,15
17-14+23=,26
(12+21)-18=,15
10+25+20=,55
17+(21-13)=,25
21+11+16=,48
15+21+20=,56
13+19+25=,57
